ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20348,2025/26,28,Levante,Arriaga,Mediocampista,9.0,28,HN,50%,Sano,18,1,1,0,6,1,1,65,3.6,1,0,0
20346,2025/26,28,Girona,Artero,Portero,1.0,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
20347,2025/26,28,Mallorca,Asano,Delantero,5.0,31,JP,0%,Lesionado/Duda,15,1,0,0,2,0,-1,30,2,0,0,0
20350,2025/26,28,Real Madrid,Asencio,Defensa,12.0,23,ES,70%,Sano,19,2,0,0,3,0,1.2,93,4.9,2,0,2
20349,2025/26,28,Celta,Aspas,Delantero,9.0,38,ES,30%,Sano,23,4,3,0,3,0,2.4,110,4.8,2,0,16
20345,2025/26,28,Villarreal,Ayoze,Delantero,8.0,32,ES,30%,Lesionado/Duda,18,2,3,0,3,0,1,66,3.7,0,1,3
20344,2025/26,28,Sevilla,Azpilicueta,Defensa,8.0,36,ES,70%,Sano,14,0,1,0,4,0,1.8,48,3.4,8,1,7
20343,2025/26,28,Atlético,Baena,Mediocampista,10.0,24,ES,50%,Sano,18,2,2,0,3,0,1.1,100,5.6,0,7,10
20351,2025/26,28,Real Oviedo,Bailly,Defensa,8.0,31,CI,30%,Sano,7,1,0,0,1,0,-1,33,4.7,0,0,0
20349,2025/26,28,Betis,Bakambu,Delantero,6.0,34,CD,50%,Sano,13,3,0,0,0,0,0.8,44,3.4,1,1,10
20344,2025/26,28,Barcelona,Balde,Defensa,11.0,22,ES,0%,Lesionado/Duda,21,0,2,0,2,0,1,98,4.7,0,5,0
20348,2025/26,28,Rayo,Balliu,Defensa,3.0,34,AL,50%,Sano,10,0,0,0,2,0,1,12,1.2,0,2,0
20344,2025/26,28,Barcelona,Bardghji,Delantero,5.0,20,SE,50%,Sano,15,1,1,0,0,0,1.5,47,3.1,0,2,2
20352,2025/26,28,Real Sociedad,Barrenetxea,Mediocampista,10.0,24,ES,50%,Sano,21,3,3,0,2,0,1.2,110,5.2,3,2,0
20343,2025/26,28,Atlético,Barrios,Mediocampista,19.0,22,ES,0%,Lesionado/Duda,21,1,1,0,0,0,-1,123,5.9,0,0,0
20349,2025/26,28,Betis,Bartra,Defensa,18.0,35,ES,70%,Sano,21,1,0,0,3,0,0.5,119,5.7,5,0,0
20348,2025/26,28,Rayo,Batalla,Portero,19.0,29,AR,95%,Sano,27,0,0,0,4,0,1.2,158,5.9,3,9,1
20349,2025/26,28,Betis,Bellerín,Defensa,9.0,30,ES,30%,Sano,16,0,2,0,1,0,-1,68,4.3,0,0,0
20350,2025/26,28,Real Madrid,Bellingham,Mediocampista,29.0,22,EN,0%,Lesionado/Duda,18,4,3,0,1,0,-1,137,7.6,0,0,0
20346,2025/26,28,Girona,Beltrán,Mediocampista,8.0,27,ES,70%,Sano,7,1,0,0,2,0,1.3,63,3.7,3,3,1
20351,2025/26,28,Valencia,Beltrán,Mediocampista,9.0,24,AR,20%,Lesionado/Duda,21,1,2,0,0,0,-1,78,3.7,0,0,0
20352,2025/26,28,Osasuna,Benito,Delantero,5.0,23,ES,0%,Lesionado/Duda,5,1,0,0,1,0,-1,19,3.8,0,0,0
20346,2025/26,28,Athletic,Berenguer,Delantero,16.0,30,ES,70%,Sano,22,2,3,0,3,0,1.7,121,5.5,6,8,0
20347,2025/26,28,Mallorca,Bergstrom,Portero,9.0,23,FI,5%,Sano,5,0,0,0,1,0,-1,36,7.2,0,0,0
20344,2025/26,28,Barcelona,Bernal,Mediocampista,6.0,18,ES,50%,Lesionado/Duda,14,2,1,0,4,0,1.9,50,3.6,4,4,11
20350,2025/26,28,Elche,Bigas,Defensa,11.0,35,ES,50%,Lesionado/Duda,19,0,2,0,3,0,1.1,88,4.6,0,2,-2
20343,2025/26,28,Getafe,Birmancevic,Delantero,3.0,28,RS,10%,Sano,1,0,0,0,0,0,1,2,2,0,0,2
20345,2025/26,28,Alavés,Blanco,Mediocampista,11.0,25,ES,90%,Sano,25,1,1,0,5,0,1.8,112,4.5,5,4,5
20346,2025/26,28,Girona,Blind,Defensa,10.0,36,NL,95%,Sano,25,0,0,0,1,0,1.7,115,4.6,7,2,4
20346,2025/26,28,Athletic,Boiro,Defensa,5.0,23,ES,20%,Sano,9,0,0,0,1,0,1.5,18,2,3,0,0
20351,2025/26,28,Real Oviedo,Borbas,Delantero,2.0,23,UY,10%,Lesionado/Duda,5,0,0,0,1,0,1,6,1.2,0,2,0
20343,2025/26,28,Getafe,Boselli,Defensa,5.0,22,UY,20%,Sano,5,0,0,0,0,0,1,14,2.8,2,8,0
20352,2025/26,28,Osasuna,Boyomo,Defensa,11.0,24,CM,50%,Sano,20,1,1,0,4,0,-1,87,4.4,0,0,0
20345,2025/26,28,Alavés,Boyé,Delantero,20.0,30,AR,90%,Sano,21,9,1,0,3,1,2.3,128,6.1,15,0,15
20350,2025/26,28,Real Madrid,Brahim,Mediocampista,7.0,26,MA,50%,Sano,19,0,4,0,1,0,0.8,77,4.1,4,2,2
20352,2025/26,28,Real Sociedad,Brais,Mediocampista,12.0,29,ES,30%,Sano,23,5,2,0,5,1,1,110,4.8,2,0,2
20352,2025/26,28,Osasuna,Bretones,Defensa,9.0,25,ES,20%,Sano,21,1,0,0,5,1,1,65,3.1,0,0,1
20348,2025/26,28,Levante,Brugui,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
20346,2025/26,28,Girona,Bryan Gil,Delantero,10.0,25,ES,0%,Lesionado/Duda,23,0,3,0,4,0,1.7,94,4.1,0,2,4
20345,2025/26,28,Villarreal,Buchanan,Mediocampista,13.0,27,CA,70%,Sano,25,6,1,0,7,0,1.6,124,5,15,0,1
20352,2025/26,28,Osasuna,Budimir,Delantero,20.0,34,HR,95%,Sano,26,13,0,0,1,0,1.8,157,6,9,4,12
20348,2025/26,28,Levante,C. Álvarez,Mediocampista,10.0,22,ES,0%,Lesionado/Duda,26,3,1,0,3,0,2,104,4,0,4,0
20345,2025/26,28,Villarreal,Cabanes,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
20347,2025/26,28,Espanyol,Cabrera,Defensa,10.0,34,UY,95%,Sano,26,3,0,0,2,0,1.7,119,4.6,5,6,-2
20345,2025/26,28,Alavés,Calebe,Mediocampista,7.0,25,BR,30%,Sano,17,0,0,0,2,0,0.5,48,2.8,0,0,1
20347,2025/26,28,Espanyol,Calero,Defensa,10.0,30,ES,40%,Sano,21,0,0,0,3,0,0.8,96,4.6,2,0,1
20352,2025/26,28,Real Sociedad,Caleta-Car,Defensa,10.0,29,HR,60%,Sano,18,1,0,0,4,1,1.5,72,4,4,9,10
20351,2025/26,28,Real Oviedo,Calvo,Defensa,9.0,31,ES,30%,Sano,12,0,0,0,3,0,1,52,4.3,8,4,4
20350,2025/26,28,Real Madrid,Camavinga,Mediocampista,10.0,23,FR,70%,Sano,19,1,0,0,0,0,0.5,90,4.7,0,0,7
20348,2025/26,28,Rayo,Camello,Delantero,5.0,25,ES,5%,Sano,13,0,0,0,2,1,-1,23,1.8,0,0,0
20344,2025/26,28,Barcelona,Cancelo,Defensa,10.0,31,PT,70%,Sano,5,0,1,0,0,0,2.1,38,7.6,9,0,16
20343,2025/26,28,Atlético,Cardoso,Mediocampista,7.0,24,US,50%,Sano,12,0,0,0,4,0,1.1,42,3.5,2,7,3
20344,2025/26,28,Sevilla,Cardoso,Defensa,7.0,31,PT,40%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
20348,2025/26,28,Levante,Carlos Espí,Delantero,6.0,20,ES,70%,Sano,14,4,0,0,1,0,2.7,47,3.4,9,14,0
20348,2025/26,28,Rayo,Carlos Martín,Mediocampista,4.0,23,ES,50%,Sano,5,0,0,0,1,0,1,10,2,2,0,0
20352,2025/26,28,Real Sociedad,Carlos Soler,Mediocampista,18.0,29,ES,80%,Sano,22,4,2,0,2,1,2,127,5.8,12,14,0
20351,2025/26,28,Real Oviedo,Carmo,Defensa,10.0,26,AO,90%,Sano,21,1,0,0,8,1,1,95,4.5,8,2,4
20344,2025/26,28,Sevilla,Carmona,Defensa,10.0,24,ES,50%,Sano,25,1,3,0,9,0,0.5,86,3.4,4,-1,3
20349,2025/26,28,Celta,Carreira,Defensa,11.0,25,ES,70%,Sano,23,2,1,0,2,0,2,100,4.3,1,4,0
20350,2025/26,28,Real Madrid,Carvajal,Defensa,6.0,34,ES,50%,Sano,10,0,0,0,0,0,0.8,35,3.5,0,3,4
20344,2025/26,28,Barcelona,Casadó,Mediocampista,7.0,22,ES,70%,Sano,17,0,1,0,0,0,1,56,3.3,6,0,0
20344,2025/26,28,Sevilla,Castrín,Defensa,8.0,22,ES,50%,Sano,9,0,0,0,3,0,-1,40,4.4,0,0,0
20352,2025/26,28,Osasuna,Catena,Defensa,18.0,31,ES,95%,Sano,25,2,2,0,8,1,1.6,143,5.7,4,5,5
20351,2025/26,28,Real Oviedo,Cazorla,Mediocampista,6.0,41,ES,20%,Sano,18,0,1,0,0,1,1.2,50,2.8,2,1,4
20350,2025/26,28,Real Madrid,Ceballos,Mediocampista,6.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,0,45,3,0,0,1
20350,2025/26,28,Elche,Cepeda,Delantero,7.0,23,CL,30%,Sano,5,0,0,0,1,0,1,15,3,0,4,1
20349,2025/26,28,Celta,Cervi,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20351,2025/26,28,Real Oviedo,Chaira,Delantero,11.0,25,MA,70%,Sano,25,3,1,0,1,1,1.3,107,4.3,3,2,7
20349,2025/26,28,Betis,Chimy,Delantero,5.0,32,AR,50%,Sano,11,1,0,0,4,0,1,27,2.5,5,0,0
20350,2025/26,28,Elche,Chust,Defensa,9.0,26,ES,70%,Sano,21,0,0,0,7,1,1.2,63,3,3,3,3
20351,2025/26,28,Real Oviedo,Colombatto,Mediocampista,10.0,29,AR,50%,Sano,22,0,1,0,6,0,1,81,3.7,0,1,2
20345,2025/26,28,Villarreal,Comesaña,Mediocampista,12.0,29,ES,70%,Sano,25,3,3,0,4,1,1.6,122,4.9,11,1,12
20345,2025/26,28,Villarreal,Conde,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20351,2025/26,28,Valencia,Copete,Defensa,10.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,1,76,3.6,0,0,2
20348,2025/26,28,Levante,Cortés,Delantero,5.0,18,ES,70%,Sano,9,0,0,0,1,0,1.5,27,3,8,5,2
20345,2025/26,28,Villarreal,Costa,Defensa,4.9,24,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
20351,2025/26,28,Real Oviedo,Costas,Defensa,11.0,30,ES,50%,Lesionado/Duda,17,0,0,0,2,0,-1,80,4.7,0,0,0
20350,2025/26,28,Real Madrid,Courtois,Portero,23.0,33,BE,95%,Sano,27,0,0,0,1,0,1.4,177,6.6,5,6,-3
20344,2025/26,28,Barcelona,Cubarsí,Defensa,15.0,19,ES,60%,Sano,22,1,0,0,2,0,2,117,5.3,8,4,0
20349,2025/26,28,Betis,Cucho,Delantero,21.0,26,CO,50%,Sano,22,8,3,0,2,0,1.4,137,6.2,4,2,4
20347,2025/26,28,Mallorca,Cuéllar,Portero,1.0,41,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20348,2025/26,28,Levante,Cuñat Campos,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
20348,2025/26,28,Rayo,Cárdenas,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20351,2025/26,28,Valencia,Cömert,Defensa,9.0,28,CH,90%,Sano,10,2,0,0,2,0,1.7,51,5.1,9,7,1
20343,2025/26,28,Getafe,D. Duarte,Defensa,11.0,31,PT,90%,Sano,24,0,0,0,9,0,1.6,111,4.6,5,8,3
20349,2025/26,28,Betis,D. Llorente,Defensa,7.0,32,ES,30%,Sano,10,1,0,0,3,0,1.2,43,4.3,2,2,3
20351,2025/26,28,Valencia,Danjuma,Delantero,11.0,29,NL,30%,Sano,25,3,2,0,0,0,0.9,112,4.5,2,2,1
20347,2025/26,28,Mallorca,Darder,Mediocampista,15.0,32,ES,40%,Sano,27,1,4,0,3,0,0.7,141,5.2,6,5,3
20346,2025/26,28,Girona,David López,Defensa,3.0,36,ES,35%,Sano,3,0,0,0,0,0,-1,4,1.3,0,0,0
20347,2025/26,28,Mallorca,David López,Defensa,6.0,23,ES,50%,Sano,6,0,0,0,1,0,1,18,3,-1,0,0
20343,2025/26,28,Getafe,Davinchi,Defensa,5.0,18,ES,0%,Lesionado/Duda,7,0,0,0,1,0,-1,19,2.7,0,0,0
20348,2025/26,28,Rayo,De Frutos,Delantero,21.0,29,ES,95%,Sano,25,10,1,0,2,0,1.9,155,6.2,2,16,11
20348,2025/26,28,Levante,De la Fuente,Defensa,10.0,27,ES,0%,Sano,24,2,1,0,5,0,1.5,98,4.1,3,13,0
20351,2025/26,28,Real Oviedo,Dendoncker,Mediocampista,9.0,30,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
20345,2025/26,28,Alavés,Denis Suárez,Mediocampista,8.0,32,ES,30%,Sano,21,1,1,0,4,0,1,72,3.4,11,0,2
20349,2025/26,28,Betis,Deossa,Mediocampista,6.0,26,CO,70%,Sano,16,0,0,0,3,0,1,46,2.9,3,0,1
20345,2025/26,28,Alavés,Diabaté,Delantero,1.0,26,CI,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20351,2025/26,28,Valencia,Diakhaby,Defensa,8.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
20350,2025/26,28,Elche,Diangana,Delantero,6.0,27,CD,40%,Sano,15,1,0,0,2,0,0.7,34,2.3,1,2,0
20351,2025/26,28,Valencia,Diego López,Delantero,10.0,23,ES,30%,Sano,24,3,0,0,2,0,1,81,3.4,2,1,0
20343,2025/26,28,Getafe,Diego Rico,Defensa,9.0,33,ES,30%,Sano,23,0,0,0,4,0,1.6,65,2.8,1,4,2
20351,2025/26,28,Valencia,Dimitrievski,Portero,9.0,32,MK,95%,Sano,9,0,0,0,0,0,1.7,50,5.6,4,9,4
20350,2025/26,28,Elche,Dituro,Portero,13.0,38,AR,60%,Sano,11,0,0,0,1,0,2.1,72,6.5,5,5,5
20343,2025/26,28,Getafe,Djené,Defensa,10.0,34,TG,80%,Sano,25,0,0,0,6,1,0.6,103,4.1,8,0,-2
20347,2025/26,28,Espanyol,Dmitrovic,Portero,17.0,34,RS,95%,Sano,27,0,0,0,0,0,1.4,149,5.5,5,7,1
20347,2025/26,28,Espanyol,Dolan,Delantero,10.0,24,EN,70%,Sano,26,1,3,0,5,1,1.2,106,4.1,5,0,2
20349,2025/26,28,Celta,Domínguez,Defensa,6.0,25,ES,30%,Sano,7,0,0,0,1,0,1.5,25,3.6,0,4,0
20351,2025/26,28,Valencia,Duro,Delantero,10.0,26,ES,30%,Sano,26,8,0,0,5,0,1.9,103,4,11,2,1
20349,2025/26,28,Celta,Durán,Delantero,8.0,24,ES,70%,Sano,20,2,2,0,0,0,1,73,3.7,0,0,2
20346,2025/26,28,Girona,Echeverri,Mediocampista,5.0,20,AR,50%,Sano,7,0,0,0,3,0,1.3,18,2.6,2,1,2
20346,2025/26,28,Athletic,Eder García,Mediocampista,2.0,2026,N/A,10%,Sano,2,0,0,0,1,0,1,2,1,2,0,0
20347,2025/26,28,Espanyol,Edu Expósito,Mediocampista,20.0,29,ES,50%,Sano,25,1,6,0,5,0,1.7,151,6,0,7,9
20346,2025/26,28,Athletic,Egiluz,Defensa,0.4,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
20351,2025/26,28,Real Oviedo,Ejaria,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
20344,2025/26,28,Sevilla,Ejuke,Delantero,7.0,28,NG,20%,Sano,20,1,1,0,0,0,1.5,80,4,4,3,4
20347,2025/26,28,Espanyol,El Hilali,Defensa,9.0,22,MA,80%,Sano,25,0,2,0,5,0,1.2,72,2.9,6,0,-4
20349,2025/26,28,Celta,El-Abdellaoui,Delantero,6.0,20,MA,20%,Sano,17,2,0,0,0,0,1.3,48,2.8,2,1,2
20348,2025/26,28,Levante,Elgezabal,Defensa,8.0,32,ES,40%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
20344,2025/26,28,Barcelona,Eric García,Defensa,18.0,25,ES,50%,Lesionado/Duda,27,1,2,0,3,0,2,155,5.7,9,5,15
20344,2025/26,28,Barcelona,Espart,Defensa,1.0,18,ES,50%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20348,2025/26,28,Rayo,Espino,Defensa,8.0,34,UY,70%,Sano,20,2,0,0,2,0,1.8,66,3.3,11,0,7
20348,2025/26,28,Levante,Etta Eyong,Delantero,10.0,22,CM,30%,Sano,22,5,2,0,2,0,1,114,4.6,1,7,1
20344,2025/26,28,Barcelona,F. de Jong,Mediocampista,21.0,28,NL,0%,Lesionado/Duda,19,1,4,0,6,1,2,119,6.3,0,0,15
20350,2025/26,28,Elche,Febas,Mediocampista,14.0,30,ES,80%,Sano,26,2,1,0,7,0,1.5,133,5.1,2,5,2
20343,2025/26,28,Getafe,Femenia,Defensa,11.0,35,ES,90%,Sano,22,1,1,0,4,0,1.4,97,4.4,12,2,5
20349,2025/26,28,Celta,Fer López,Mediocampista,8.0,21,ES,70%,Sano,6,0,0,0,0,0,1.2,22,3.7,2,1,6
20344,2025/26,28,Barcelona,Fermín,Mediocampista,23.0,22,ES,40%,Sano,21,5,7,0,2,0,1.7,151,7.2,2,15,9
20344,2025/26,28,Barcelona,Ferran,Delantero,20.0,26,ES,70%,Sano,25,12,1,0,2,0,0.7,152,6.1,4,2,2
20349,2025/26,28,Betis,Fidalgo,Mediocampista,10.0,28,ES,80%,Sano,5,1,0,0,0,0,1.6,26,5.2,3,11,3
20351,2025/26,28,Real Oviedo,Fonseca,Mediocampista,5.0,27,UY,50%,Sano,10,0,0,0,2,0,1,16,1.6,4,1,7
20349,2025/26,28,Betis,Fornals,Mediocampista,27.0,30,ES,40%,Sano,27,6,4,0,2,0,1,192,7.1,4,4,1
20350,2025/26,28,Elche,Fort,Defensa,8.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
20347,2025/26,28,Espanyol,Fortuño,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20351,2025/26,28,Real Oviedo,Forés,Delantero,4.0,24,ES,20%,Sano,14,0,1,0,0,0,-1,27,1.9,0,0,0
20351,2025/26,28,Valencia,Foulquier,Defensa,8.0,32,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
20345,2025/26,28,Villarreal,Foyth,Defensa,9.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
20352,2025/26,28,Real Sociedad,Fraga,Portero,1.0,23,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20350,2025/26,28,Real Madrid,Fran García,Defensa,6.0,26,ES,70%,Sano,7,1,0,0,2,1,-1,26,3.7,0,0,0
20348,2025/26,28,Rayo,Fran Pérez,Mediocampista,8.0,23,ES,70%,Sano,23,2,1,0,3,0,1.2,87,3.8,5,4,2
20346,2025/26,28,Girona,Francés,Defensa,6.0,23,ES,70%,Sano,16,0,1,0,1,1,1.5,41,2.6,8,0,1
20345,2025/26,28,Villarreal,Freeman,Defensa,3.0,21,US,20%,Sano,3,0,0,0,0,0,-1,4,1.3,0,0,0
20352,2025/26,28,Osasuna,Galán,Defensa,10.0,31,ES,90%,Sano,10,0,1,0,1,0,1.6,76,5.1,3,6,8
20345,2025/26,28,Alavés,Garcés,Defensa,8.0,26,MY,0%,Lesionado/Duda,10,0,0,0,3,0,1,43,4.3,0,0,0
20344,2025/26,28,Sevilla,Gattoni,Defensa,0.4,27,AR,0%,Sano,1,0,0,0,0,0,-1,0,0,0,0,0
20344,2025/26,28,Barcelona,Gavi,Mediocampista,5.0,21,ES,0%,Lesionado/Duda,2,0,1,0,0,0,-1,8,4,0,0,0
20351,2025/26,28,Valencia,Gayà,Defensa,10.0,30,ES,90%,Sano,23,1,1,0,6,1,1,86,3.7,3,5,2
20346,2025/26,28,Girona,Gazzaniga,Portero,14.0,34,AR,95%,Sano,24,0,0,0,4,1,1.3,124,5.2,3,5,4
20345,2025/26,28,Villarreal,Gerard,Delantero,11.0,33,ES,30%,Sano,13,7,0,0,0,0,1,95,7.3,1,0,0
20343,2025/26,28,Atlético,Giménez,Defensa,11.0,31,UY,70%,Sano,12,0,1,0,3,0,1.4,76,6.3,9,11,0
20343,2025/26,28,Atlético,Giuliano,Delantero,18.0,23,AR,40%,Sano,24,3,5,0,1,0,1,139,5.8,3,2,9
20350,2025/26,28,Real Madrid,Gonzalo,Delantero,6.0,21,ES,70%,Sano,22,4,0,0,1,0,0.4,66,3,2,3,3
