Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Bigas,R.P. Bigas,20356,2025/26,29,Elche,Defensa,10.0,35,ES,50%,Sano,20,0,2,0,3,0,1.2,89,4.5,1,0,2
Birmancevic,Birma,20357,2025/26,29,Getafe,Delantero,3.0,28,RS,40%,Sano,2,0,0,0,0,0,1,4,2,2,0,0
Blanco,Blanco,20355,2025/26,29,Alavés,Mediocampista,10.0,25,ES,90%,Sano,26,1,1,0,6,0,1.9,113,4.3,1,5,4
Blind,Daley Blind,20359,2025/26,29,Girona,Defensa,12.0,36,NL,95%,Sano,26,0,0,0,1,0,1.8,127,4.9,12,7,2
Boiro,Adama,20353,2025/26,29,Athletic,Defensa,5.0,23,ES,20%,Sano,9,0,0,0,1,0,1.5,18,2,0,3,0
Borbas,T. Borbas,20358,2025/26,29,Real Oviedo,Delantero,3.0,23,UY,0%,Lesionado/Duda,5,0,0,0,1,0,1,6,1.2,0,0,2
Boselli,Boselli,20357,2025/26,29,Getafe,Defensa,5.0,22,UY,20%,Sano,5,0,0,0,0,0,1,14,2.8,0,2,8
Boyomo,Boyomo,20359,2025/26,29,Osasuna,Defensa,10.0,24,CM,80%,Sano,21,1,1,0,4,0,1,88,4.2,1,0,0
Boyé,Lucas Boyé,20355,2025/26,29,Alavés,Delantero,18.0,30,AR,90%,Sano,22,9,1,0,4,1,1.9,130,5.9,2,15,0
Brahim,Brahim,20360,2025/26,29,Real Madrid,Mediocampista,7.0,26,MA,40%,Sano,20,0,4,0,1,0,1.3,82,4.1,5,4,2
Brais,Brais Méndez,20362,2025/26,29,Real Sociedad,Mediocampista,12.0,29,ES,60%,Sano,24,5,2,0,5,1,1.3,118,4.9,8,2,0
Bretones,Abel Bretones,20359,2025/26,29,Osasuna,Defensa,9.0,25,ES,10%,Sano,21,1,0,0,5,1,-1,65,3.1,0,0,0
Brugui,R. Brugué,20358,2025/26,29,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20359,2025/26,29,Girona,Delantero,10.0,25,ES,0%,Lesionado/Duda,23,0,3,0,4,0,1.5,94,4.1,0,0,2
Buchanan,Buchanan,20362,2025/26,29,Villarreal,Mediocampista,11.0,27,CA,50%,Sano,26,6,1,0,7,0,1.5,125,4.8,1,15,0
Budimir,Budimir,20359,2025/26,29,Osasuna,Delantero,17.0,34,HR,95%,Sano,27,13,0,0,1,0,1.3,158,5.9,1,9,4
C. Álvarez,C. Alvarez,20358,2025/26,29,Levante,Mediocampista,10.0,22,ES,0%,Lesionado/Duda,26,3,1,0,3,0,2,104,4,0,0,4
Cabanes,Cabanes,20362,2025/26,29,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20357,2025/26,29,Espanyol,Defensa,10.0,34,UY,95%,Sano,27,3,0,0,2,0,1.6,121,4.5,2,5,6
Calebe,Calebe,20355,2025/26,29,Alavés,Mediocampista,7.0,25,BR,30%,Sano,17,0,0,0,2,0,-1,48,2.8,0,0,0
Calero,F. Calero,20357,2025/26,29,Espanyol,Defensa,10.0,30,ES,30%,Lesionado/Duda,21,0,0,0,3,0,1,96,4.6,0,2,0
Caleta-Car,Caleta-Car,20362,2025/26,29,Real Sociedad,Defensa,10.0,29,HR,50%,Sano,19,1,0,0,4,1,1.8,79,4.2,7,4,9
Calvo,Dani Calvo,20358,2025/26,29,Real Oviedo,Defensa,9.0,31,ES,10%,Sano,13,0,0,0,3,0,1,56,4.3,4,8,4
Camavinga,Camavinga,20360,2025/26,29,Real Madrid,Mediocampista,10.0,23,FR,50%,Sano,20,1,0,0,1,0,1,93,4.7,3,0,0
Camello,Camello,20354,2025/26,29,Rayo,Delantero,5.0,25,ES,0%,Sano,13,0,0,0,2,1,-1,23,1.8,0,0,0
Cancelo,Cancelo,20354,2025/26,29,Barcelona,Defensa,12.0,31,PT,80%,Sano,6,1,1,0,0,0,2.4,52,8.7,14,9,0
Cardoso,Johnny,20360,2025/26,29,Atlético,Mediocampista,7.0,24,US,50%,Sano,12,0,0,0,4,0,1,42,3.5,0,2,7
Cardoso,Cardoso,20361,2025/26,29,Sevilla,Defensa,7.0,31,PT,10%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20358,2025/26,29,Levante,Delantero,6.0,20,ES,80%,Sano,15,5,0,0,1,0,2.6,57,3.8,10,9,14
Carlos Martín,Carlos Martín,20354,2025/26,29,Rayo,Mediocampista,4.0,23,ES,10%,Sano,5,0,0,0,1,0,1,10,2,0,2,0
Carlos Soler,C. Soler,20362,2025/26,29,Real Sociedad,Mediocampista,16.0,29,ES,90%,Sano,23,4,2,0,2,1,1.8,131,5.7,4,12,14
Carmo,David Carmo,20358,2025/26,29,Real Oviedo,Defensa,10.0,26,AO,40%,Sano,21,1,0,0,8,1,1,95,4.5,0,8,2
Carmona,Carmona,20361,2025/26,29,Sevilla,Defensa,9.0,24,ES,40%,Sano,26,1,3,0,9,0,0.4,83,3.2,-3,4,-1
Carreira,Carreira,20355,2025/26,29,Celta,Defensa,10.0,25,ES,50%,Sano,24,2,1,0,2,0,1.6,105,4.4,5,1,4
Carvajal,Carvajal,20360,2025/26,29,Real Madrid,Defensa,7.0,34,ES,50%,Sano,11,0,0,0,0,0,1.3,40,3.6,5,0,3
Casadó,M. Casadó,20354,2025/26,29,Barcelona,Mediocampista,7.0,22,ES,30%,Sano,18,0,1,0,0,0,1,58,3.2,2,6,0
Castrín,A. Castrín,20361,2025/26,29,Sevilla,Defensa,8.0,22,ES,20%,Sano,10,0,0,0,3,0,1,43,4.3,3,0,0
Catena,Catena,20359,2025/26,29,Osasuna,Defensa,16.0,31,ES,60%,Sano,26,2,2,0,8,1,1.3,144,5.5,1,4,5
Cazorla,S. Cazorla,20358,2025/26,29,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,19,0,1,0,0,1,1.2,52,2.7,2,2,1
Ceballos,D. Ceballos,20360,2025/26,29,Real Madrid,Mediocampista,6.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20356,2025/26,29,Elche,Delantero,6.0,23,CL,50%,Sano,6,0,0,0,1,0,0.4,16,2.7,1,0,4
Cervi,Franco Cervi,20355,2025/26,29,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20358,2025/26,29,Real Oviedo,Delantero,10.0,25,MA,60%,Sano,26,3,1,0,1,1,1.2,109,4.2,2,3,2
Chimy,Chimy Ávila,20353,2025/26,29,Betis,Delantero,5.0,32,AR,30%,Sano,11,1,0,0,4,0,1,27,2.5,0,5,0
Chust,V. Chust,20356,2025/26,29,Elche,Defensa,9.0,26,ES,70%,Sano,22,0,0,0,7,1,1,60,2.7,-3,3,3
Colombatto,Colobatto,20358,2025/26,29,Real Oviedo,Mediocampista,10.0,29,AR,40%,Sano,23,0,1,0,6,0,1,85,3.7,4,0,1
Comesaña,Comesaña,20362,2025/26,29,Villarreal,Mediocampista,13.0,29,ES,70%,Sano,26,3,4,0,4,1,1.7,134,5.2,12,11,1
Conde,Diego Conde,20362,2025/26,29,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20361,2025/26,29,Valencia,Defensa,10.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20358,2025/26,29,Levante,Delantero,5.0,18,ES,50%,Sano,10,0,0,0,2,0,1.3,27,2.7,0,8,5
Costa,Costa,20362,2025/26,29,Villarreal,Defensa,4.9,24,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20358,2025/26,29,Real Oviedo,Defensa,14.0,30,ES,90%,Sano,18,1,0,0,2,0,2.5,96,5.3,16,0,0
Courtois,Courtois,20360,2025/26,29,Real Madrid,Portero,20.0,33,BE,0%,Lesionado/Duda,28,0,0,0,1,0,1.7,179,6.4,2,5,6
Cubarsí,Pau Cubrasí,20354,2025/26,29,Barcelona,Defensa,14.0,19,ES,80%,Sano,23,1,0,0,2,0,2,121,5.3,4,8,4
Cucho,Cucho,20353,2025/26,29,Betis,Delantero,18.0,26,CO,70%,Sano,23,8,3,0,3,0,1.7,137,6,0,4,2
Cuéllar,Cuéllar,20356,2025/26,29,Mallorca,Portero,1.0,41,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20358,2025/26,29,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20354,2025/26,29,Rayo,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cömert,Cömert,20361,2025/26,29,Valencia,Defensa,9.0,28,CH,90%,Sano,11,2,0,0,2,0,1.6,56,5.1,5,9,7
D. Duarte,Domingos Duar...,20357,2025/26,29,Getafe,Defensa,10.0,31,PT,90%,Sano,25,0,0,0,9,0,1.5,114,4.6,3,5,8
D. Llorente,Llorente,20353,2025/26,29,Betis,Defensa,7.0,32,ES,50%,Sano,10,1,0,0,3,0,1.2,43,4.3,0,2,2
Danjuma,Danjuma,20361,2025/26,29,Valencia,Delantero,10.0,29,NL,40%,Sano,26,3,2,0,0,0,0.6,113,4.3,1,2,2
Darder,Darder,20356,2025/26,29,Mallorca,Mediocampista,14.0,32,ES,50%,Sano,28,1,4,0,3,0,1,145,5.2,4,6,5
David López,David López,20359,2025/26,29,Girona,Defensa,3.0,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20356,2025/26,29,Mallorca,Defensa,6.0,23,ES,30%,Sano,6,0,0,0,1,0,1,18,3,0,-1,0
Davinchi,Davinchi,20357,2025/26,29,Getafe,Defensa,5.0,18,ES,0%,Lesionado/Duda,7,0,0,0,1,0,-1,19,2.7,0,0,0
De Frutos,De Frutos,20354,2025/26,29,Rayo,Delantero,18.0,29,ES,90%,Sano,26,10,1,0,3,0,1.5,157,6,2,2,16
De la Fuente,Dela,20358,2025/26,29,Levante,Defensa,10.0,27,ES,90%,Sano,24,2,1,0,5,0,1.7,98,4.1,0,3,13
Dendoncker,Dendoncker,20358,2025/26,29,Real Oviedo,Mediocampista,9.0,30,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20355,2025/26,29,Alavés,Mediocampista,8.0,32,ES,30%,Sano,21,1,1,0,4,0,1,72,3.4,0,11,0
Deossa,Nelson Deossa,20353,2025/26,29,Betis,Mediocampista,6.0,26,CO,30%,Sano,16,0,0,0,3,0,1,46,2.9,0,3,0
Diabaté,Diabate,20355,2025/26,29,Alavés,Delantero,1.0,26,CI,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Diakhaby,Diakhaby,20361,2025/26,29,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20356,2025/26,29,Elche,Delantero,6.0,27,CD,50%,Sano,16,1,0,0,2,0,0.8,36,2.3,2,1,2
Diego López,Diego López,20361,2025/26,29,Valencia,Delantero,9.0,23,ES,30%,Sano,25,3,0,0,2,0,1.1,84,3.4,3,2,1
Diego Rico,Rico,20357,2025/26,29,Getafe,Defensa,9.0,33,ES,30%,Sano,24,0,0,0,4,0,1.5,67,2.8,2,1,4
Dimitrievski,Dimitrievski,20361,2025/26,29,Valencia,Portero,10.0,32,MK,95%,Sano,10,0,0,0,0,0,2,56,5.6,6,4,9
Dituro,M. Dituro,20356,2025/26,29,Elche,Portero,12.0,38,AR,60%,Sano,12,0,0,0,1,0,1.6,73,6.1,1,5,5
Djené,Djene,20357,2025/26,29,Getafe,Defensa,10.0,34,TG,90%,Sano,26,0,0,0,6,1,1,107,4.1,4,8,0
Dmitrovic,Dmitrovic,20357,2025/26,29,Espanyol,Portero,16.0,34,RS,95%,Sano,28,0,0,0,0,0,1.8,159,5.7,10,5,7
Dolan,Dolan,20357,2025/26,29,Espanyol,Delantero,10.0,24,EN,70%,Sano,27,1,4,0,6,1,1.4,112,4.1,6,5,0
Domínguez,C. Dominguez,20355,2025/26,29,Celta,Defensa,6.0,25,ES,40%,Sano,7,0,0,0,1,0,1.5,25,3.6,0,0,4
Duro,Hugo Duro,20361,2025/26,29,Valencia,Delantero,10.0,26,ES,40%,Sano,27,8,0,0,5,0,1.7,105,3.9,2,11,2
Durán,Pablo Durán,20355,2025/26,29,Celta,Delantero,9.0,24,ES,30%,Sano,21,2,2,0,0,0,1.5,77,3.7,4,0,0
Echeverri,Echeverri,20359,2025/26,29,Girona,Mediocampista,6.0,20,AR,50%,Sano,8,1,1,0,3,0,1.2,33,4.1,15,2,1
Edu Expósito,Edu Expósito,20357,2025/26,29,Espanyol,Mediocampista,17.0,29,ES,70%,Sano,26,1,6,0,5,0,1.5,152,5.8,1,0,7
Egiluz,Egiluz,20353,2025/26,29,Athletic,Defensa,0.4,24,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Ejaria,Ejaria,20358,2025/26,29,Real Oviedo,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20361,2025/26,29,Sevilla,Delantero,7.0,28,NG,30%,Sano,21,1,1,0,0,0,1.4,83,4,3,4,3
El Hilali,El Hilali,20357,2025/26,29,Espanyol,Defensa,9.0,22,MA,80%,Sano,26,0,2,0,5,0,1.1,71,2.7,-1,6,0
El-Abdellaoui,El-Abdellaoui,20355,2025/26,29,Celta,Delantero,6.0,20,MA,30%,Sano,18,2,0,0,0,0,1.2,49,2.7,1,2,1
Elgezabal,Elgezabal,20358,2025/26,29,Levante,Defensa,7.0,32,ES,10%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric García,Eric,20354,2025/26,29,Barcelona,Defensa,17.0,25,ES,50%,Lesionado/Duda,27,1,2,0,3,0,1.9,155,5.7,0,9,5
Espart,Xavi Espart,20354,2025/26,29,Barcelona,Defensa,4.0,18,ES,50%,Sano,1,0,0,0,0,0,1.5,3,3,3,0,0
Espino,Pacha,20354,2025/26,29,Rayo,Defensa,8.0,34,UY,70%,Sano,21,2,0,0,2,0,1.4,70,3.3,4,11,0
Etta Eyong,Etta Eyong,20358,2025/26,29,Levante,Delantero,10.0,22,CM,20%,Sano,23,5,2,0,2,0,1,115,4.4,1,1,7
F. de Jong,F. De Jong,20354,2025/26,29,Barcelona,Mediocampista,20.0,28,NL,0%,Lesionado/Duda,19,1,4,0,6,1,-1,119,6.3,0,0,0
Febas,Febas,20356,2025/26,29,Elche,Mediocampista,13.0,30,ES,80%,Sano,27,2,1,0,7,0,1.5,137,5.1,4,2,5
Femenia,Kiko F.,20357,2025/26,29,Getafe,Defensa,10.0,35,ES,50%,Sano,23,1,1,0,4,0,1.3,99,4.3,2,12,2
Fer López,Fer López,20355,2025/26,29,Celta,Mediocampista,8.0,21,ES,30%,Sano,7,0,0,0,0,0,1.3,24,3.4,2,2,1
Fermín,Fermín,20354,2025/26,29,Barcelona,Mediocampista,23.0,22,ES,50%,Sano,22,5,8,0,2,0,1.7,162,7.4,11,2,15
Ferran,Ferran,20354,2025/26,29,Barcelona,Delantero,19.0,26,ES,50%,Sano,25,12,1,0,2,0,0.8,152,6.1,0,4,2
Fidalgo,Fidalgo,20353,2025/26,29,Betis,Mediocampista,9.0,28,ES,70%,Sano,6,1,0,0,0,0,1.3,30,5,4,3,11
Fonseca,Fonseca,20358,2025/26,29,Real Oviedo,Mediocampista,5.0,27,UY,70%,Sano,11,0,0,0,3,0,1.2,21,1.9,5,4,1
Fornals,Fornals,20353,2025/26,29,Betis,Mediocampista,24.0,30,ES,60%,Sano,28,6,4,0,2,0,1.2,198,7.1,6,4,4
Fort,Héctor Fort,20356,2025/26,29,Elche,Defensa,7.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20357,2025/26,29,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20358,2025/26,29,Real Oviedo,Delantero,4.0,24,ES,10%,Sano,14,0,1,0,0,0,-1,27,1.9,0,0,0
Foulquier,Foulquier,20361,2025/26,29,Valencia,Defensa,8.0,32,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
Foyth,Foyth,20362,2025/26,29,Villarreal,Defensa,9.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
