Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Agoume,Agoumé,20382,2025/26,31,Sevilla,Mediocampista,10.0,24,FR,60%,Sano,26,1,2,0,10,0,0.7,97,3.7,0,-1,0
Aguado,M. Aguado,20376,2025/26,31,Elche,Mediocampista,10.0,26,ES,30%,Lesionado/Duda,29,1,1,0,2,0,1,113,3.9,4,5,0
Ahijado,Lucas,20375,2025/26,31,Real Oviedo,Defensa,7.0,31,ES,10%,Lesionado/Duda,15,0,1,0,2,0,-1,42,2.8,0,0,0
Aidoo,Aidoo Jr,20375,2025/26,31,Celta,Defensa,7.0,30,GH,50%,Sano,7,0,0,0,0,0,0.6,27,3.9,2,-1,0
Aihen,Aihen,20381,2025/26,31,Real Sociedad,Defensa,5.0,28,ES,30%,Sano,16,0,0,0,1,0,-1,29,1.8,0,0,0
Aitor,Aitor Fdez,20379,2025/26,31,Osasuna,Portero,1.0,34,ES,5%,Sano,0,0,0,0,2,0,-1,-2,0,0,0,0
Akhomach,I. Akhomach,20378,2025/26,31,Rayo,Delantero,6.0,21,MA,30%,Sano,8,0,0,0,2,0,2,48,2.8,0,0,2
Alaba,Alaba,20380,2025/26,31,Real Madrid,Defensa,4.0,33,AT,1%,Sano,8,0,0,0,1,0,-1,18,2.3,0,0,0
Alemão,Alemao,20378,2025/26,31,Rayo,Delantero,6.0,28,BR,70%,Sano,18,1,0,0,1,0,1,40,2.2,3,0,1
Alexander-Arnold,Trent,20380,2025/26,31,Real Madrid,Defensa,8.0,27,EN,30%,Sano,15,0,4,0,1,0,0.8,63,4.2,6,7,0
Alexis,Alexis Sánchez,20382,2025/26,31,Sevilla,Delantero,8.0,37,CL,40%,Sano,21,3,1,0,1,0,0.2,73,3.5,0,1,1
Aleñá,Aleñá,20381,2025/26,31,Alavés,Mediocampista,10.0,28,ES,50%,Sano,30,0,4,0,4,0,0.8,118,3.9,2,0,6
Alfon,Alfon,20373,2025/26,31,Villarreal,Delantero,5.0,26,ES,20%,Sano,5,0,0,0,0,0,1,40,2.7,2,3,0
Alhassane,A. Rahim,20375,2025/26,31,Real Oviedo,Defensa,9.0,24,NE,30%,Sano,21,0,0,0,1,0,0.9,61,2.9,2,2,0
Almada,Almada,20382,2025/26,31,Atlético,Mediocampista,9.0,24,AR,70%,Sano,21,3,1,0,1,0,1.1,99,4.7,1,0,4
Almeida,Almeida,20376,2025/26,31,Valencia,Mediocampista,9.0,25,PT,50%,Sano,19,0,1,0,0,0,1.2,81,4.3,3,7,6
Altimira,Altimira,20379,2025/26,31,Betis,Mediocampista,8.0,24,ES,60%,Sano,21,1,1,0,2,0,1.7,78,3.7,7,4,2
Alvarez,Julián Alvarez,20382,2025/26,31,Atlético,Delantero,23.0,26,AR,40%,Sano,29,8,4,0,2,0,1.3,187,6.4,0,8,2
Alvaro R.,Álvaro,20376,2025/26,31,Elche,Delantero,10.0,21,UY,50%,Sano,26,5,4,0,1,0,1,120,4.6,2,1,0
André Silva,André Silva,20376,2025/26,31,Elche,Delantero,10.0,30,PT,50%,Sano,23,7,0,0,2,0,0.7,102,4.4,2,0,2
Antonio,Antonio Sánchez,20378,2025/26,31,Mallorca,Mediocampista,7.0,28,ES,40%,Sano,25,0,0,0,4,1,1.1,50,2,1,3,2
Antony,Antony,20379,2025/26,31,Betis,Delantero,23.0,26,BR,70%,Sano,25,7,5,0,4,1,0.6,164,6.6,3,1,1
Arambarri,Arambarri,20377,2025/26,31,Getafe,Mediocampista,17.0,30,UY,0%,Sano,30,6,2,0,5,0,1.3,167,5.6,4,12,1
Aramburu,Aramburu,20381,2025/26,31,Real Sociedad,Defensa,8.0,23,VE,90%,Sano,28,1,0,0,9,0,1.7,69,2.5,9,0,3
Araújo,R. Araujo,20374,2025/26,31,Barcelona,Defensa,8.0,27,UY,60%,Sano,19,3,0,0,2,0,1.1,71,3.7,1,15,1
Areso,Areso,20373,2025/26,31,Athletic,Defensa,9.0,26,ES,30%,Sano,24,0,1,0,3,0,0.7,75,3.1,1,0,0
Aritz,Aritz,20381,2025/26,31,Real Sociedad,Defensa,5.0,32,ES,70%,Sano,11,0,0,0,0,0,1,22,2,2,2,0
Arnau,Arnau,20380,2025/26,31,Girona,Defensa,14.0,22,ES,60%,Sano,27,1,1,0,6,0,1.5,140,5.2,8,8,8
Arriaga,Arriaga,20377,2025/26,31,Levante,Mediocampista,9.0,28,HN,20%,Sano,20,1,1,0,6,1,0.4,70,3.5,0,2,3
Artero,Andreev,20380,2025/26,31,Girona,Portero,1.0,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Asano,Asano,20378,2025/26,31,Mallorca,Delantero,5.0,31,JP,10%,Sano,15,1,0,0,2,0,-1,30,2,0,0,0
Asencio,Asencio,20380,2025/26,31,Real Madrid,Defensa,12.0,23,ES,10%,Sano,19,2,0,0,3,0,-1,93,4.9,0,0,0
Aspas,Iago Aspas,20375,2025/26,31,Celta,Delantero,8.0,38,ES,70%,Sano,24,4,3,0,3,0,1,113,4.7,0,3,0
Ayoze,Ayoze,20373,2025/26,31,Villarreal,Delantero,8.0,32,ES,30%,Sano,18,2,3,0,3,0,-1,66,3.7,0,0,0
Azpilicueta,Azpilicueta,20382,2025/26,31,Sevilla,Defensa,8.0,36,ES,40%,Lesionado/Duda,15,0,1,0,4,0,1,51,3.4,0,3,0
Baena,Álex Baena,20382,2025/26,31,Atlético,Mediocampista,10.0,24,ES,70%,Lesionado/Duda,21,2,2,0,3,0,1,110,5.2,3,2,5
Bailly,E. Bailly,20375,2025/26,31,Real Oviedo,Defensa,8.0,31,CI,80%,Sano,10,1,0,0,3,0,1.3,44,4.4,6,-3,8
Bakambu,Bakambu,20379,2025/26,31,Betis,Delantero,6.0,34,CD,10%,Sano,15,3,0,0,0,0,1.3,47,3.1,0,1,2
Balde,Álex Balde,20374,2025/26,31,Barcelona,Defensa,11.0,22,ES,70%,Sano,21,0,2,0,2,0,-1,98,4.7,0,0,0
Balliu,Balliu,20378,2025/26,31,Rayo,Defensa,4.0,34,AL,50%,Sano,11,0,0,0,2,0,1,16,1.5,0,0,4
Bardghji,Bardghji,20374,2025/26,31,Barcelona,Delantero,6.0,20,SE,70%,Sano,16,1,1,0,0,0,1,51,3.2,0,0,4
Barrenetxea,Barrenetxea,20381,2025/26,31,Real Sociedad,Mediocampista,14.0,24,ES,70%,Sano,24,3,3,0,3,0,1.2,124,5.2,5,4,5
Barrios,Barrios,20382,2025/26,31,Atlético,Mediocampista,19.0,22,ES,0%,Lesionado/Duda,21,1,1,0,0,0,-1,123,5.9,0,0,0
Bartra,Bartra,20379,2025/26,31,Betis,Defensa,19.0,35,ES,50%,Sano,23,1,0,0,3,0,1.3,135,5.9,10,0,6
Batalla,A. Batalla,20378,2025/26,31,Rayo,Portero,20.0,29,AR,50%,Lesionado/Duda,30,0,0,0,4,0,1.5,181,6,13,4,6
Bellerín,Bellerín,20379,2025/26,31,Betis,Defensa,10.0,31,ES,70%,Sano,19,1,2,0,1,0,1.6,91,4.8,7,4,12
Bellingham,Bellingham,20380,2025/26,31,Real Madrid,Mediocampista,26.0,22,EN,99%,Sano,20,4,3,0,1,0,0.7,141,7.1,2,2,0
Beltrán,Fran Beltrán,20380,2025/26,31,Girona,Mediocampista,9.0,27,ES,50%,Lesionado/Duda,10,1,0,0,3,0,1.3,79,4,4,5,7
Beltrán,Lucas Beltrán,20376,2025/26,31,Valencia,Mediocampista,9.0,25,AR,50%,Sano,24,1,2,0,1,0,1,82,3.4,2,0,2
Benito,I. Benito,20379,2025/26,31,Osasuna,Delantero,5.0,23,ES,0%,Lesionado/Duda,5,1,0,0,1,0,-1,19,3.8,0,0,0
Berenguer,Berenguer,20373,2025/26,31,Athletic,Delantero,14.0,30,ES,50%,Sano,25,2,3,0,4,0,1,129,5.2,0,6,2
Bergstrom,Bergstrom,20378,2025/26,31,Mallorca,Portero,9.0,23,FI,0%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20374,2025/26,31,Barcelona,Mediocampista,7.0,18,ES,0%,Lesionado/Duda,17,2,1,0,4,0,1.4,64,3.8,2,6,6
Bigas,R.P. Bigas,20376,2025/26,31,Elche,Defensa,10.0,35,ES,0%,Sano,22,0,2,0,5,1,0.7,93,4.2,1,3,1
Birmancevic,Birma,20377,2025/26,31,Getafe,Delantero,3.0,28,RS,10%,Sano,3,0,0,0,0,0,1,6,2,2,0,2
Blanco,Blanco,20381,2025/26,31,Alavés,Mediocampista,10.0,25,ES,90%,Sano,28,1,2,0,7,0,1.7,121,4.3,7,1,1
Blind,Daley Blind,20380,2025/26,31,Girona,Defensa,13.0,36,NL,40%,Lesionado/Duda,28,0,0,0,1,0,1.7,140,5,8,5,12
Boiro,Maroan,20373,2025/26,31,Athletic,Defensa,4.0,23,ES,10%,Sano,9,0,0,0,1,0,-1,18,2,0,0,0
Borbas,T. Borbas,20375,2025/26,31,Real Oviedo,Delantero,3.0,24,UY,10%,Sano,6,0,0,0,1,0,1,8,1.3,2,0,0
Boselli,Boselli,20377,2025/26,31,Getafe,Defensa,5.0,22,UY,30%,Sano,7,0,0,0,2,0,1.9,21,3,7,0,0
Boyomo,Boyomo,20379,2025/26,31,Osasuna,Defensa,10.0,24,CM,0%,Sano,23,1,1,0,5,0,1.7,97,4.2,0,9,1
Boyé,Lucas Boyé,20381,2025/26,31,Alavés,Delantero,18.0,30,AR,70%,Sano,24,10,1,0,4,1,1,139,5.8,8,1,2
Boñar,J. Boñar,20382,2025/26,31,Atlético,Defensa,1.0,2026,N/A,20%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Brahim,Brahim,20380,2025/26,31,Real Madrid,Mediocampista,8.0,26,MA,30%,Sano,22,0,4,0,1,0,1.1,89,4,3,4,5
Brais,Brais Méndez,20381,2025/26,31,Real Sociedad,Mediocampista,13.0,29,ES,50%,Sano,26,6,2,0,5,1,1,131,5,9,4,8
Bretones,Abel Bretones,20379,2025/26,31,Osasuna,Defensa,9.0,25,ES,10%,Sano,23,1,0,0,5,1,1,67,2.9,1,1,0
Brugui,R. Brugué,20377,2025/26,31,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20380,2025/26,31,Girona,Delantero,10.0,25,ES,30%,Sano,23,0,3,0,4,0,-1,94,4.1,0,0,0
Buchanan,Buchanan,20373,2025/26,31,Villarreal,Mediocampista,10.0,27,CA,30%,Sano,28,6,1,0,7,0,1,127,4.5,1,1,1
Budimir,Budimir,20379,2025/26,31,Osasuna,Delantero,21.0,34,HR,95%,Sano,29,15,0,0,2,0,1.5,178,6.1,9,11,1
C. Álvarez,C. Alvarez,20377,2025/26,31,Levante,Mediocampista,10.0,22,ES,50%,Sano,26,3,1,0,3,0,-1,104,4,0,0,0
Cabanes,Cabanes,20373,2025/26,31,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20374,2025/26,31,Espanyol,Defensa,10.0,34,UY,95%,Sano,29,3,0,0,2,0,1.3,133,4.6,8,4,2
Calebe,Calebe,20381,2025/26,31,Alavés,Mediocampista,6.0,25,BR,10%,Sano,17,0,0,0,2,0,-1,48,2.8,0,0,0
Calero,F. Calero,20374,2025/26,31,Espanyol,Defensa,10.0,30,ES,70%,Sano,21,0,0,0,3,0,-1,96,4.6,0,0,0
Caleta-Car,Caleta-Car,20381,2025/26,31,Real Sociedad,Defensa,10.0,29,HR,80%,Sano,21,1,0,0,4,1,1.3,90,4.3,8,3,7
Calvo,Dani Calvo,20375,2025/26,31,Real Oviedo,Defensa,9.0,32,ES,50%,Sano,14,0,0,0,3,0,1.5,66,4.7,10,0,4
Camavinga,Camavinga,20380,2025/26,31,Real Madrid,Mediocampista,10.0,23,FR,99%,Sano,22,1,0,0,1,0,0.6,101,4.6,6,2,3
Camello,Camello,20378,2025/26,31,Rayo,Delantero,5.0,25,ES,20%,Sano,15,0,0,0,2,1,1,27,1.8,1,3,0
Cancelo,Cancelo,20374,2025/26,31,Barcelona,Defensa,21.0,31,PT,40%,Sano,8,1,2,0,0,0,2.5,73,9.1,7,14,14
Cardoso,Johnny,20382,2025/26,31,Atlético,Mediocampista,7.0,24,US,0%,Lesionado/Duda,13,0,0,0,5,0,1.5,41,3.2,0,-1,0
Cardoso,Cardoso,20382,2025/26,31,Sevilla,Defensa,7.0,31,PT,10%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20377,2025/26,31,Levante,Delantero,8.0,20,ES,80%,Sano,17,7,0,0,2,0,2.1,75,4.4,3,15,10
Carlos Martín,Carlos Martín,20378,2025/26,31,Rayo,Mediocampista,4.0,23,ES,70%,Sano,7,0,0,0,1,0,1,14,2,2,2,0
Carlos Soler,C. Soler,20381,2025/26,31,Real Sociedad,Mediocampista,20.0,29,ES,90%,Sano,25,4,3,0,2,1,1.5,151,6,16,4,4
Carmo,David Carmo,20375,2025/26,31,Real Oviedo,Defensa,10.0,26,AO,20%,Lesionado/Duda,21,1,0,0,8,1,-1,95,4.5,0,0,0
Carmona,Carmona,20382,2025/26,31,Sevilla,Defensa,9.0,24,ES,0%,Sano,28,1,3,0,10,0,0.9,86,3.1,1,2,-3
Carreira,Carreira,20375,2025/26,31,Celta,Defensa,10.0,25,ES,40%,Sano,26,2,1,0,2,0,1,107,4.1,2,0,5
Carvajal,Carvajal,20380,2025/26,31,Real Madrid,Defensa,7.0,34,ES,70%,Sano,12,0,0,0,0,0,1.2,43,3.6,0,3,5
Casadó,M. Casadó,20374,2025/26,31,Barcelona,Mediocampista,7.0,22,ES,50%,Sano,19,0,1,0,0,0,1,60,3.2,0,2,2
Castrín,A. Castrín,20382,2025/26,31,Sevilla,Defensa,7.0,22,ES,60%,Sano,12,0,0,0,3,0,1,48,4,3,2,3
Catena,Catena,20379,2025/26,31,Osasuna,Defensa,16.0,31,ES,95%,Sano,28,2,2,0,9,1,1,152,5.4,0,8,1
Cazorla,S. Cazorla,20375,2025/26,31,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,21,0,1,0,1,1,1,56,2.7,3,1,2
Ceballos,D. Ceballos,20380,2025/26,31,Real Madrid,Mediocampista,6.0,29,ES,12%,Sano,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20376,2025/26,31,Elche,Delantero,6.0,23,CL,30%,Sano,6,0,0,0,1,0,0,16,2.7,0,0,1
Cervi,Franco Cervi,20375,2025/26,31,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20375,2025/26,31,Real Oviedo,Delantero,10.0,25,MA,80%,Sano,28,4,1,0,2,1,1.2,116,4.1,2,5,2
Chimy,Chimy Ávila,20379,2025/26,31,Betis,Delantero,5.0,32,AR,30%,Sano,13,1,0,0,4,0,0.8,31,2.4,2,2,0
Chust,V. Chust,20376,2025/26,31,Elche,Defensa,9.0,26,ES,70%,Sano,23,0,0,0,8,1,1.1,64,2.8,0,4,-3
Colombatto,Colobatto,20375,2025/26,31,Real Oviedo,Mediocampista,9.0,29,AR,40%,Sano,25,0,1,0,6,0,1,89,3.6,2,2,4
Comesaña,Comesaña,20373,2025/26,31,Villarreal,Mediocampista,15.0,29,ES,70%,Sano,28,3,5,0,4,1,1.8,150,5.4,6,10,12
Conde,Diego Conde,20373,2025/26,31,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20376,2025/26,31,Valencia,Defensa,9.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20377,2025/26,31,Levante,Delantero,5.0,18,ES,30%,Sano,11,0,0,0,2,0,1,29,2.6,0,2,0
Costa,Costa,20373,2025/26,31,Villarreal,Defensa,4.9,25,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20375,2025/26,31,Real Oviedo,Defensa,14.0,31,ES,50%,Sano,19,1,0,0,2,0,1.3,97,5.1,0,1,16
Courtois,Courtois,20380,2025/26,31,Real Madrid,Portero,22.0,33,BE,0%,Lesionado/Duda,28,0,0,0,1,0,2,179,6.4,0,0,2
Cubarsí,Pau Cubrasí,20374,2025/26,31,Barcelona,Defensa,16.0,19,ES,90%,Sano,25,1,0,0,3,0,2,135,5.4,8,6,4
Cucho,Cucho,20379,2025/26,31,Betis,Delantero,19.0,26,CO,50%,Sano,25,8,3,0,3,0,1.1,147,5.9,4,6,0
Cuéllar,Cuéllar,20378,2025/26,31,Mallorca,Portero,1.0,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20377,2025/26,31,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20378,2025/26,31,Rayo,Portero,1.0,29,ES,50%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cömert,Cömert,20376,2025/26,31,Valencia,Defensa,10.0,28,CH,90%,Sano,13,2,0,0,2,0,1.2,68,5.2,3,9,5
D. Duarte,Domingos Duar...,20377,2025/26,31,Getafe,Defensa,14.0,31,PT,95%,Sano,27,1,1,0,9,0,1.5,141,5.2,8,19,3
D. Llorente,Llorente,20379,2025/26,31,Betis,Defensa,8.0,32,ES,70%,Sano,12,1,0,0,3,0,1.6,59,4.9,13,3,0
Danjuma,Danjuma,20376,2025/26,31,Valencia,Delantero,10.0,29,NL,30%,Sano,27,3,2,0,0,0,0.4,115,4.3,2,0,1
Darder,Darder,20378,2025/26,31,Mallorca,Mediocampista,13.0,32,ES,70%,Sano,30,1,4,0,3,0,1.4,149,5,2,2,4
David López,David López,20380,2025/26,31,Girona,Defensa,3.0,36,ES,30%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20378,2025/26,31,Mallorca,Defensa,6.0,23,ES,70%,Sano,7,0,0,0,1,0,1.5,21,3,3,0,0
Davinchi,Davinchi,20377,2025/26,31,Getafe,Defensa,5.0,18,ES,10%,Sano,7,0,0,0,1,0,-1,19,2.7,0,0,0
De Frutos,De Frutos,20378,2025/26,31,Rayo,Delantero,19.0,29,ES,30%,Sano,28,10,1,0,3,0,1.6,164,5.9,5,2,2
De la Fuente,Dela,20377,2025/26,31,Levante,Defensa,10.0,27,ES,90%,Sano,26,2,1,0,5,0,0.8,100,3.8,2,0,0
Dendoncker,Dendoncker,20375,2025/26,31,Real Oviedo,Mediocampista,9.0,30,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20381,2025/26,31,Alavés,Mediocampista,8.0,32,ES,30%,Sano,22,1,1,0,5,0,2,72,3.3,0,0,0
Deossa,Nelson Deossa,20379,2025/26,31,Betis,Mediocampista,6.0,26,CO,50%,Sano,16,0,0,0,3,0,-1,46,2.9,0,0,0
Diabaté,Diabate,20381,2025/26,31,Alavés,Delantero,4.0,26,CI,30%,Sano,2,0,0,0,0,0,1.2,4,2,2,2,0
Diakhaby,Diakhaby,20376,2025/26,31,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20376,2025/26,31,Elche,Delantero,6.0,27,CD,0%,Lesionado/Duda,17,1,0,0,2,0,1,39,2.3,0,3,2
Diego López,Diego López,20376,2025/26,31,Valencia,Delantero,9.0,23,ES,30%,Sano,26,3,0,0,2,0,0.9,85,3.3,0,1,3
Diego Rico,Rico,20377,2025/26,31,Getafe,Defensa,9.0,33,ES,30%,Sano,26,0,0,0,4,0,0.8,72,2.8,3,2,2
Dimitrievski,Dimitrievski,20376,2025/26,31,Valencia,Portero,11.0,32,MK,95%,Sano,12,0,0,0,0,0,1.3,70,5.8,3,11,6
Dituro,M. Dituro,20376,2025/26,31,Elche,Portero,19.0,38,AR,70%,Sano,14,0,0,0,1,0,1,88,6.3,8,7,1
Djené,Djene,20377,2025/26,31,Getafe,Defensa,10.0,34,TG,90%,Sano,28,0,0,0,8,1,1,116,4.1,6,3,4
Dmitrovic,Dmitrovic,20374,2025/26,31,Espanyol,Portero,18.0,34,RS,95%,Sano,30,0,0,0,0,0,2.2,172,5.7,12,1,10
Dolan,Dolan,20374,2025/26,31,Espanyol,Delantero,10.0,24,EN,80%,Sano,29,1,4,0,6,1,1.1,121,4.2,7,2,6
Domínguez,C. Dominguez,20375,2025/26,31,Celta,Defensa,6.0,25,ES,50%,Sano,8,0,0,0,1,0,0.5,24,3,0,-1,0
Duro,Hugo Duro,20376,2025/26,31,Valencia,Delantero,10.0,26,ES,50%,Sano,29,9,0,0,5,0,1.5,116,4,2,9,2
Durán,Pablo Durán,20375,2025/26,31,Celta,Delantero,8.0,24,ES,70%,Sano,23,2,2,0,0,0,0.9,79,3.4,2,0,4
Echeverri,Echeverri,20380,2025/26,31,Girona,Mediocampista,6.0,20,AR,40%,Sano,9,1,1,0,3,0,1.2,35,3.9,0,2,15
Edu Expósito,Edu Expósito,20374,2025/26,31,Espanyol,Mediocampista,18.0,29,ES,70%,Sano,28,1,6,0,6,0,1.7,162,5.8,6,4,1
Egiluz,Egiluz,20373,2025/26,31,Athletic,Defensa,1.0,24,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Ejaria,Ejaria,20375,2025/26,31,Real Oviedo,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20382,2025/26,31,Sevilla,Delantero,7.0,28,NG,50%,Sano,22,1,1,0,0,0,1,85,3.9,2,0,3
El Hilali,El Hilali,20374,2025/26,31,Espanyol,Defensa,9.0,22,MA,80%,Sano,28,0,2,0,6,0,1,80,2.9,6,3,-1
El-Abdellaoui,El-Abdellaoui,20375,2025/26,31,Celta,Delantero,6.0,20,MA,50%,Sano,20,2,0,0,0,0,0.8,53,2.7,2,2,1
Elgezabal,Elgezabal,20377,2025/26,31,Levante,Defensa,7.0,32,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20374,2025/26,31,Barcelona,Defensa,17.0,25,ES,60%,Sano,28,1,2,0,3,0,1,158,5.6,3,0,0
Espart,Xavi Espart,20374,2025/26,31,Barcelona,Defensa,4.0,18,ES,20%,Sano,2,0,0,0,0,0,1.5,5,2.5,0,2,3
Espino,Pacha,20378,2025/26,31,Rayo,Defensa,8.0,34,UY,70%,Sano,23,2,0,0,2,0,1,74,3.2,1,3,4
Etta Eyong,Etta Eyong,20377,2025/26,31,Levante,Delantero,10.0,22,CM,15%,Sano,23,5,2,0,2,0,-1,115,4.4,0,0,1
F. de Jong,F. De Jong,20374,2025/26,31,Barcelona,Mediocampista,21.0,28,NL,10%,Lesionado/Duda,19,1,4,0,6,1,-1,119,6.3,0,0,0
Febas,Febas,20376,2025/26,31,Elche,Mediocampista,13.0,30,ES,90%,Sano,29,2,1,0,7,0,1.6,144,5,3,4,4
Femenia,Kiko F.,20377,2025/26,31,Getafe,Defensa,10.0,35,ES,70%,Sano,24,1,1,0,5,0,1,102,4.3,0,3,2
Fer López,Fer López,20375,2025/26,31,Celta,Mediocampista,8.0,21,ES,70%,Sano,9,1,0,0,1,0,1.7,35,3.9,10,1,2
Fermín,Fermín,20374,2025/26,31,Barcelona,Mediocampista,27.0,22,ES,70%,Sano,24,5,8,0,3,0,1.3,169,7,1,6,11
Ferran,Ferran,20374,2025/26,31,Barcelona,Delantero,18.0,26,ES,60%,Sano,27,12,1,0,2,0,1,157,5.8,3,2,0
Fidalgo,Fidalgo,20379,2025/26,31,Betis,Mediocampista,8.0,29,ES,30%,Sano,6,1,0,0,0,0,1,30,5,0,0,4
Fonseca,Fonseca,20375,2025/26,31,Real Oviedo,Mediocampista,6.0,27,UY,70%,Sano,13,0,0,0,4,0,1.3,30,2.3,5,4,5
Fornals,Fornals,20379,2025/26,31,Betis,Mediocampista,27.0,30,ES,50%,Sano,30,7,4,0,2,0,1.7,215,7.2,8,9,6
Fort,Héctor Fort,20376,2025/26,31,Elche,Defensa,7.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20374,2025/26,31,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20375,2025/26,31,Real Oviedo,Delantero,4.0,24,ES,0%,Lesionado/Duda,15,0,1,0,0,0,1,28,1.9,0,1,0
Foulquier,Foulquier,20376,2025/26,31,Valencia,Defensa,8.0,33,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
Foyth,Foyth,20373,2025/26,31,Villarreal,Defensa,9.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
