Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Brais,Brais Méndez,20402,2025/26,33,Real Sociedad,Mediocampista,12.0,29,ES,50%,Sano,27,6,2,0,5,1,0.9,131,4.9,0,9,4
Bretones,Abel Bretones,20393,2025/26,33,Osasuna,Defensa,9.0,25,ES,10%,Sano,23,1,0,0,5,1,1,67,2.9,0,1,1
Brugui,R. Brugué,20397,2025/26,33,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20396,2025/26,33,Girona,Delantero,9.0,25,ES,30%,Sano,24,0,3,0,4,0,1,96,4,2,0,0
Buchanan,Buchanan,20401,2025/26,33,Villarreal,Mediocampista,10.0,27,CA,50%,Sano,29,6,1,0,8,0,1.2,132,4.6,5,1,1
Budimir,Budimir,20393,2025/26,33,Osasuna,Delantero,21.0,34,HR,95%,Sano,30,16,0,0,2,0,1.8,187,6.2,9,9,11
C. Álvarez,C. Alvarez,20397,2025/26,33,Levante,Mediocampista,9.0,22,ES,40%,Sano,27,3,1,0,3,0,1,107,4,3,0,0
Cabanes,Cabanes,20401,2025/26,33,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20399,2025/26,33,Espanyol,Defensa,10.0,34,UY,95%,Sano,30,3,0,0,2,0,1.2,134,4.5,1,8,4
Calebe,Calebe,20400,2025/26,33,Alavés,Mediocampista,6.0,25,BR,10%,Sano,17,0,0,0,2,0,-1,48,2.8,0,0,0
Calero,F. Calero,20399,2025/26,33,Espanyol,Defensa,10.0,30,ES,60%,Sano,22,0,0,0,4,0,1.5,94,4.3,-2,0,0
Caleta-Car,Caleta-Car,20402,2025/26,33,Real Sociedad,Defensa,10.0,29,HR,70%,Sano,22,1,0,0,4,1,1,91,4.1,1,8,3
Calvo,Dani Calvo,20401,2025/26,33,Real Oviedo,Defensa,10.0,32,ES,60%,Sano,15,0,0,0,3,0,1.8,75,5,9,10,0
Camavinga,Camavinga,20400,2025/26,33,Real Madrid,Mediocampista,10.0,23,FR,30%,Sano,23,1,0,0,1,0,0.5,105,4.6,4,6,2
Camello,Camello,20399,2025/26,33,Rayo,Delantero,5.0,25,ES,10%,Sano,16,0,0,0,2,1,1,31,1.9,4,1,3
Cancelo,Cancelo,20394,2025/26,33,Barcelona,Defensa,15.0,31,PT,70%,Sano,9,1,2,0,0,0,2,77,8.6,4,7,14
Cardoso,Johnny,20395,2025/26,33,Atlético,Mediocampista,7.0,24,US,70%,Sano,13,0,0,0,5,0,1.5,41,3.2,0,0,-1
Cardoso,Cardoso,20397,2025/26,33,Sevilla,Defensa,7.0,32,PT,0%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20397,2025/26,33,Levante,Delantero,8.0,20,ES,90%,Sano,18,8,0,0,3,0,2.3,82,4.6,7,3,15
Carlos Martín,Carlos Martín,20399,2025/26,33,Rayo,Mediocampista,4.0,23,ES,10%,Sano,7,0,0,0,1,0,1,14,2,0,2,2
Carlos Soler,C. Soler,20402,2025/26,33,Real Sociedad,Mediocampista,20.0,29,ES,50%,Sano,26,4,3,0,2,1,1.5,157,6,6,16,4
Carmo,David Carmo,20401,2025/26,33,Real Oviedo,Defensa,10.0,26,AO,40%,Sano,21,1,0,0,8,1,-1,95,4.5,0,0,0
Carmona,Carmona,20397,2025/26,33,Sevilla,Defensa,9.0,24,ES,40%,Sano,28,1,3,0,10,0,1,86,3.1,0,1,2
Carreira,Carreira,20394,2025/26,33,Celta,Defensa,9.0,25,ES,70%,Sano,27,2,1,0,2,0,0.8,108,4,1,2,0
Carvajal,Carvajal,20400,2025/26,33,Real Madrid,Defensa,7.0,34,ES,50%,Sano,13,0,0,0,0,0,1.3,46,3.5,3,0,3
Casadó,M. Casadó,20394,2025/26,33,Barcelona,Mediocampista,7.0,22,ES,10%,Sano,20,0,1,0,1,0,1.3,60,3,0,0,2
Castrín,A. Castrín,20397,2025/26,33,Sevilla,Defensa,8.0,22,ES,50%,Sano,13,0,0,0,3,0,1.4,54,4.2,6,3,2
Catena,Catena,20393,2025/26,33,Osasuna,Defensa,16.0,31,ES,0%,Sano,29,2,2,0,10,1,1,157,5.4,5,0,8
Cazorla,S. Cazorla,20401,2025/26,33,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,21,0,1,0,1,1,1,56,2.7,0,3,1
Ceballos,D. Ceballos,20400,2025/26,33,Real Madrid,Mediocampista,6.0,29,ES,10%,Sano,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20395,2025/26,33,Elche,Delantero,6.0,23,CL,50%,Sano,7,1,0,0,1,0,2,27,3.9,11,0,0
Cervi,Franco Cervi,20394,2025/26,33,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20401,2025/26,33,Real Oviedo,Delantero,10.0,25,MA,60%,Sano,29,4,2,0,2,1,1.5,126,4.3,10,2,5
Chimy,Chimy Ávila,20396,2025/26,33,Betis,Delantero,5.0,32,AR,10%,Sano,13,1,0,0,4,0,0.8,31,2.4,0,2,2
Chust,V. Chust,20395,2025/26,33,Elche,Defensa,8.0,26,ES,40%,Sano,24,0,0,0,8,1,1.2,65,2.7,1,0,4
Colombatto,Colobatto,20401,2025/26,33,Real Oviedo,Mediocampista,9.0,29,AR,80%,Sano,26,0,1,0,6,0,1,90,3.5,1,2,2
Comesaña,Comesaña,20401,2025/26,33,Villarreal,Mediocampista,15.0,29,ES,0%,Sano,29,3,5,0,5,1,1.4,154,5.3,4,6,10
Conde,Diego Conde,20401,2025/26,33,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20398,2025/26,33,Valencia,Defensa,9.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20397,2025/26,33,Levante,Delantero,5.0,18,ES,10%,Sano,11,0,0,0,2,0,1,29,2.6,0,0,2
Costa,Costa,20401,2025/26,33,Villarreal,Defensa,4.9,25,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20401,2025/26,33,Real Oviedo,Defensa,13.0,31,ES,40%,Sano,20,1,0,0,2,0,0.8,100,5,3,0,1
Courtois,Courtois,20400,2025/26,33,Real Madrid,Portero,22.0,33,BE,0%,Lesionado/Duda,28,0,0,0,1,0,-1,179,6.4,0,0,0
Cubarsí,Pau Cubrasí,20394,2025/26,33,Barcelona,Defensa,16.0,19,ES,80%,Sano,26,1,0,0,3,0,1.8,141,5.4,6,8,6
Cucho,Cucho,20396,2025/26,33,Betis,Delantero,18.0,27,CO,90%,Sano,26,8,3,0,4,0,1.1,149,5.7,2,4,6
Cuéllar,Cuéllar,20398,2025/26,33,Mallorca,Portero,1.0,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20397,2025/26,33,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20399,2025/26,33,Rayo,Portero,2.0,29,ES,30%,Sano,1,0,0,0,0,0,1,0,0,0,0,0
Cömert,Cömert,20398,2025/26,33,Valencia,Defensa,10.0,28,CH,0%,Lesionado/Duda,14,2,0,0,2,0,0.9,74,5.3,6,3,9
D. Duarte,Domingos Duar...,20402,2025/26,33,Getafe,Defensa,14.0,31,PT,0%,Sano,28,1,1,0,10,0,1.4,144,5.1,3,8,19
D. Llorente,Llorente,20396,2025/26,33,Betis,Defensa,8.0,32,ES,0%,Lesionado/Duda,13,1,0,0,3,0,1.7,66,5.1,7,13,3
Danjuma,Danjuma,20398,2025/26,33,Valencia,Delantero,10.0,29,NL,30%,Sano,28,3,2,0,0,0,1,120,4.3,5,2,0
Darder,Darder,20398,2025/26,33,Mallorca,Mediocampista,14.0,32,ES,80%,Sano,31,1,4,0,3,0,2,158,5.1,9,2,2
David López,David López,20396,2025/26,33,Girona,Defensa,3.0,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20398,2025/26,33,Mallorca,Defensa,6.0,23,ES,30%,Sano,8,0,0,0,2,0,1.2,28,3.5,7,3,0
Davinchi,Davinchi,20402,2025/26,33,Getafe,Defensa,5.0,18,ES,30%,Sano,8,0,0,0,1,0,1,20,2.5,1,0,0
De Frutos,De Frutos,20399,2025/26,33,Rayo,Delantero,18.0,29,ES,90%,Sano,29,10,1,0,3,0,1.5,166,5.7,2,5,2
De la Fuente,Dela,20397,2025/26,33,Levante,Defensa,10.0,27,ES,90%,Sano,27,2,1,0,5,0,0.9,109,4,9,2,0
Dendoncker,Dendoncker,20401,2025/26,33,Real Oviedo,Mediocampista,9.0,31,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20400,2025/26,33,Alavés,Mediocampista,8.0,32,ES,50%,Sano,23,1,2,0,6,0,1.7,78,3.4,6,0,0
Deossa,Nelson Deossa,20396,2025/26,33,Betis,Mediocampista,6.0,26,CO,30%,Sano,17,0,0,0,3,0,1,50,2.9,4,0,0
Diabaté,Diabate,20400,2025/26,33,Alavés,Delantero,6.0,26,CI,50%,Sano,3,1,0,0,0,0,1.3,12,4,8,2,2
Diakhaby,Diakhaby,20398,2025/26,33,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20395,2025/26,33,Elche,Delantero,6.0,28,CD,20%,Sano,17,1,0,0,2,0,1,39,2.3,0,0,3
Diego López,Diego López,20398,2025/26,33,Valencia,Delantero,9.0,23,ES,40%,Sano,27,3,0,0,2,0,1.1,88,3.3,3,0,1
Diego Rico,Rico,20402,2025/26,33,Getafe,Defensa,8.0,33,ES,30%,Sano,26,0,0,0,4,0,0.8,72,2.8,0,3,2
Dimitrievski,Dimitrievski,20398,2025/26,33,Valencia,Portero,14.0,32,MK,95%,Sano,13,0,0,0,0,0,1,77,5.9,7,3,11
Dituro,M. Dituro,20395,2025/26,33,Elche,Portero,24.0,38,AR,70%,Sano,15,0,0,0,1,0,1.6,100,6.7,12,8,7
Djené,Djene,20402,2025/26,33,Getafe,Defensa,10.0,34,TG,90%,Sano,29,0,0,0,9,1,1.2,121,4.2,5,6,3
Dmitrovic,Dmitrovic,20399,2025/26,33,Espanyol,Portero,17.0,34,RS,95%,Sano,31,0,0,0,0,0,1.6,175,5.6,3,12,1
Dolan,Dolan,20399,2025/26,33,Espanyol,Delantero,10.0,24,EN,80%,Sano,30,1,4,0,6,1,1,121,4,0,7,2
Domínguez,C. Dominguez,20394,2025/26,33,Celta,Defensa,6.0,25,ES,30%,Sano,8,0,0,0,1,0,0.5,24,3,0,0,-1
Duro,Hugo Duro,20398,2025/26,33,Valencia,Delantero,9.0,26,ES,30%,Sano,30,9,0,0,5,0,1.3,118,3.9,2,2,9
Durán,Pablo Durán,20394,2025/26,33,Celta,Delantero,8.0,24,ES,50%,Sano,24,2,2,0,0,0,0.4,81,3.4,2,2,0
Echeverri,Echeverri,20396,2025/26,33,Girona,Mediocampista,6.0,20,AR,60%,Sano,10,1,1,0,3,0,0.7,38,3.8,3,0,2
Edu Expósito,Edu Expósito,20399,2025/26,33,Espanyol,Mediocampista,17.0,29,ES,80%,Sano,29,1,6,0,7,0,1.5,161,5.6,-1,6,4
Egiluz,Egiluz,20393,2025/26,33,Athletic,Defensa,1.0,24,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Ejaria,Ejaria,20401,2025/26,33,Real Oviedo,Delantero,4.0,28,EN,20%,Sano,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20397,2025/26,33,Sevilla,Delantero,7.0,28,NG,20%,Sano,22,1,1,0,0,0,1,85,3.9,0,2,0
El Hilali,El Hilali,20399,2025/26,33,Espanyol,Defensa,8.0,22,MA,80%,Sano,29,0,2,0,7,0,0.8,79,2.7,-1,6,3
El-Abdellaoui,El-Abdellaoui,20394,2025/26,33,Celta,Delantero,6.0,20,MA,10%,Sano,20,2,0,0,0,0,0.8,53,2.7,0,2,2
Elgezabal,Elgezabal,20397,2025/26,33,Levante,Defensa,7.0,32,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20394,2025/26,33,Barcelona,Defensa,17.0,25,ES,70%,Sano,29,1,2,0,4,0,1.6,162,5.6,4,3,0
Espino,Pacha,20399,2025/26,33,Rayo,Defensa,8.0,34,UY,50%,Sano,24,2,0,0,2,0,1,78,3.3,4,1,3
Etta Eyong,Etta Eyong,20397,2025/26,33,Levante,Delantero,10.0,22,CM,10%,Sano,24,5,2,0,2,0,1,117,4.3,2,0,0
F. de Jong,F. De Jong,20394,2025/26,33,Barcelona,Mediocampista,21.0,28,NL,50%,Sano,20,1,5,0,6,1,1.5,125,6.3,6,0,0
Febas,Febas,20395,2025/26,33,Elche,Mediocampista,15.0,30,ES,90%,Sano,30,2,2,0,7,0,1.8,158,5.3,14,3,4
Femenia,Kiko F.,20402,2025/26,33,Getafe,Defensa,10.0,35,ES,80%,Sano,25,1,1,0,6,0,1,103,4.1,1,0,3
Fer López,Fer López,20394,2025/26,33,Celta,Mediocampista,7.0,21,ES,60%,Sano,10,1,0,0,2,0,1.5,34,3.4,-1,10,1
Fermín,Fermín,20394,2025/26,33,Barcelona,Mediocampista,26.0,22,ES,60%,Sano,25,5,8,0,3,0,1.4,175,7,6,1,6
Ferran,Ferran,20394,2025/26,33,Barcelona,Delantero,20.0,26,ES,60%,Sano,28,14,1,0,2,0,1.6,172,6.1,15,3,2
Fidalgo,Fidalgo,20396,2025/26,33,Betis,Mediocampista,8.0,29,ES,40%,Sano,6,1,0,0,0,0,-1,30,5,0,0,0
Fonseca,Fonseca,20401,2025/26,33,Real Oviedo,Mediocampista,6.0,27,UY,0%,Sano,14,0,0,0,5,0,1.4,35,2.5,5,5,4
Fornals,Fornals,20396,2025/26,33,Betis,Mediocampista,26.0,30,ES,70%,Sano,31,7,4,0,2,0,1.4,218,7,3,8,9
Fort,Héctor Fort,20395,2025/26,33,Elche,Defensa,7.0,19,ES,10%,Sano,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20399,2025/26,33,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20401,2025/26,33,Real Oviedo,Delantero,4.0,25,ES,0%,Lesionado/Duda,15,0,1,0,0,0,1,28,1.9,0,0,1
Foulquier,Foulquier,20398,2025/26,33,Valencia,Defensa,8.0,33,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
Foyth,Foyth,20401,2025/26,33,Villarreal,Defensa,9.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
Fraga,Fraga,20402,2025/26,33,Real Sociedad,Portero,1.0,23,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Fran García,Fran García,20400,2025/26,33,Real Madrid,Defensa,7.0,26,ES,40%,Sano,10,1,1,0,2,1,1.4,40,4,5,0,0
