Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Aguado,M. Aguado,20429,2025/26,36,Elche,Mediocampista,9.0,26,ES,50%,Sano,32,1,2,0,2,0,1.3,128,4,3,2,10
Ahijado,Lucas,20430,2025/26,36,Real Oviedo,Defensa,7.0,31,ES,30%,Sano,17,0,1,0,2,0,1.5,47,2.8,3,2,0
Aidoo,Aidoo Jr,20423,2025/26,36,Celta,Defensa,6.0,30,GH,30%,Sano,8,0,0,0,0,0,-1,26,3.3,0,0,0
Aihen,Aihen,20427,2025/26,36,Real Sociedad,Defensa,5.0,28,ES,50%,Sano,19,0,0,0,1,0,1,35,1.8,0,0,1
Aitor Mañas,Mañas,20424,2025/26,36,Alavés,Delantero,3.0,23,ES,10%,Sano,7,0,0,0,0,0,1,11,1.6,2,0,0
Aitor,Aitor Fdez,20428,2025/26,36,Osasuna,Portero,6.0,35,ES,95%,Sano,1,0,0,0,2,0,2,6,6,8,0,0
Akhomach,I. Akhomach,20431,2025/26,36,Rayo,Delantero,7.0,22,MA,0%,Lesionado/Duda,11,0,1,0,2,0,2,62,3.1,0,0,4
Alaba,Alaba,20430,2025/26,36,Real Madrid,Defensa,4.0,33,AT,30%,Sano,9,0,0,0,1,0,0,19,2.1,0,0,1
Alemão,Alemao,20431,2025/26,36,Rayo,Delantero,7.0,28,BR,70%,Sano,23,3,0,0,3,0,2,64,2.8,8,4,6
Alexander-Arnold,Trent,20430,2025/26,36,Real Madrid,Defensa,8.0,27,EN,70%,Sano,19,0,4,0,4,0,0.8,81,4.3,2,6,0
Alexis,Alexis Sánchez,20432,2025/26,36,Sevilla,Delantero,8.0,37,CL,50%,Sano,25,4,2,0,2,0,2,89,3.6,6,6,0
Aleñá,Aleñá,20424,2025/26,36,Alavés,Mediocampista,9.0,28,ES,40%,Sano,34,0,4,0,5,0,1,127,3.7,0,-1,5
Alfon,Alfon,20432,2025/26,36,Villarreal,Delantero,6.0,27,ES,30%,Sano,9,1,0,0,0,0,1,58,3.1,3,0,2
Alhassane,A. Rahim,20430,2025/26,36,Real Oviedo,Defensa,8.0,24,NE,90%,Sano,25,0,0,0,2,0,1.1,65,2.6,4,0,-2
Almada,Almada,20428,2025/26,36,Atlético,Mediocampista,9.0,25,AR,50%,Sano,25,3,1,0,2,1,0.2,107,4.3,2,6,0
Almeida,Almeida,20431,2025/26,36,Valencia,Mediocampista,8.0,25,PT,30%,Sano,20,0,1,0,0,0,-1,82,4.1,0,0,1
Altimira,Altimira,20429,2025/26,36,Betis,Mediocampista,8.0,24,ES,30%,Sano,23,1,2,0,3,0,2,91,4,12,0,0
Alvarez,Julián Alvarez,20428,2025/26,36,Atlético,Delantero,22.0,26,AR,0%,Lesionado/Duda,29,8,4,0,2,0,-1,187,6.4,0,0,0
Alvaro R.,Álvaro,20429,2025/26,36,Elche,Delantero,9.0,21,UY,50%,Sano,31,6,5,0,1,0,1.5,142,4.6,10,1,8
André Silva,André Silva,20429,2025/26,36,Elche,Delantero,12.0,30,PT,70%,Sano,28,10,0,0,2,0,1.2,138,4.9,3,10,5
Antañón,Antañón,20423,2025/26,36,Celta,Mediocampista,3.0,19,ES,10%,Sano,2,0,0,0,0,0,-1,1,0.5,0,0,0
Antonio,Antonio Sánchez,20426,2025/26,36,Mallorca,Mediocampista,6.0,29,ES,50%,Sano,28,0,0,0,4,1,1,56,2,0,2,0
Antony,Antony,20429,2025/26,36,Betis,Delantero,22.0,26,BR,70%,Sano,29,8,6,0,5,1,2,189,6.5,10,10,5
Arambarri,Arambarri,20426,2025/26,36,Getafe,Mediocampista,14.0,30,UY,90%,Sano,34,6,2,0,6,0,1.2,178,5.2,5,-1,1
Aramburu,Aramburu,20427,2025/26,36,Real Sociedad,Defensa,8.0,23,VE,90%,Sano,32,1,0,0,10,0,1.2,76,2.4,0,0,0
Araújo,R. Araujo,20424,2025/26,36,Barcelona,Defensa,7.0,27,UY,70%,Sano,22,3,0,0,2,0,0.9,80,3.6,0,1,3
Areso,Areso,20425,2025/26,36,Athletic,Defensa,8.0,26,ES,50%,Sano,25,0,1,0,3,0,1,77,3.1,0,2,0
Arguibide,Arguibide,20428,2025/26,36,Osasuna,Defensa,4.0,21,ES,0%,Sano,6,0,0,0,0,1,-1,17,2.8,0,0,0
Aritz,Aritz,20427,2025/26,36,Real Sociedad,Defensa,5.0,32,ES,50%,Sano,14,0,0,0,0,0,1,27,1.9,1,0,0
Arnau,Arnau,20427,2025/26,36,Girona,Defensa,13.0,23,ES,60%,Sano,32,1,2,0,6,0,1,166,5.2,7,7,2
Arriaga,Arriaga,20423,2025/26,36,Levante,Mediocampista,8.0,28,HN,50%,Sano,24,1,2,0,7,1,1,87,3.6,0,3,2
Artero,Andreev,20427,2025/26,36,Girona,Portero,2.0,23,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Asano,Asano,20426,2025/26,36,Mallorca,Delantero,5.0,31,JP,50%,Sano,17,1,0,0,2,0,-1,35,2.1,0,0,0
Asencio,Asencio,20430,2025/26,36,Real Madrid,Defensa,10.0,23,ES,70%,Sano,21,2,0,0,4,0,1,99,4.7,1,0,0
Aspas,Iago Aspas,20423,2025/26,36,Celta,Delantero,8.0,38,ES,50%,Sano,29,5,3,0,4,0,1.3,131,4.5,2,10,2
Ayoze,Ayoze,20432,2025/26,36,Villarreal,Delantero,7.0,32,ES,30%,Lesionado/Duda,22,3,3,0,3,0,1.6,80,3.6,8,3,1
Azpilicueta,Azpilicueta,20432,2025/26,36,Sevilla,Defensa,7.0,36,ES,50%,Sano,15,0,1,0,4,0,-1,51,3.4,0,0,0
Baena,Álex Baena,20428,2025/26,36,Atlético,Mediocampista,13.0,24,ES,0%,Sano,25,2,3,0,5,0,2,128,5.1,5,0,11
Bailly,E. Bailly,20430,2025/26,36,Real Oviedo,Defensa,9.0,32,CI,30%,Lesionado/Duda,13,1,0,0,3,0,1,65,5,2,0,0
Bakambu,Bakambu,20429,2025/26,36,Betis,Delantero,6.0,35,CD,20%,Sano,17,3,1,0,1,0,0.5,54,3.2,0,0,1
Balde,Álex Balde,20424,2025/26,36,Barcelona,Defensa,9.0,22,ES,70%,Sano,25,0,2,0,2,0,1,111,4.4,1,0,2
Balliu,Balliu,20431,2025/26,36,Rayo,Defensa,4.0,34,AL,50%,Sano,12,0,0,0,2,0,1.5,23,1.9,0,7,0
Bardghji,Bardghji,20424,2025/26,36,Barcelona,Delantero,6.0,20,SE,70%,Sano,19,1,1,0,0,0,1.2,65,3.4,0,4,6
Barrenetxea,Barrenetxea,20427,2025/26,36,Real Sociedad,Mediocampista,13.0,24,ES,70%,Sano,29,3,5,0,4,0,1.4,148,5.1,2,3,8
Barrios,Barrios,20428,2025/26,36,Atlético,Mediocampista,16.0,22,ES,0%,Lesionado/Duda,23,1,1,0,0,0,1.5,128,5.6,0,0,3
Bartra,Bartra,20429,2025/26,36,Betis,Defensa,16.0,35,ES,0%,Lesionado/Duda,25,1,0,0,3,0,0.5,140,5.6,0,0,3
Batalla,A. Batalla,20431,2025/26,36,Rayo,Portero,20.0,30,AR,80%,Sano,32,0,0,1,6,0,1.9,198,6.2,6,12,0
Bellerín,Bellerín,20429,2025/26,36,Betis,Defensa,11.0,31,ES,90%,Sano,24,2,3,0,2,0,1.3,116,4.8,-1,7,12
Bellingham,Bellingham,20430,2025/26,36,Real Madrid,Mediocampista,24.0,22,EN,50%,Lesionado/Duda,25,4,4,0,2,0,1.1,168,6.7,-1,12,7
Beltrán,Fran Beltrán,20427,2025/26,36,Girona,Mediocampista,9.0,27,ES,50%,Sano,14,1,0,0,3,0,1.6,92,3.8,6,3,0
Beltrán,Lucas Beltrán,20431,2025/26,36,Valencia,Mediocampista,8.0,25,AR,10%,Lesionado/Duda,27,1,2,0,1,0,1,90,3.3,0,0,2
Benito,I. Benito,20428,2025/26,36,Osasuna,Delantero,5.0,23,ES,30%,Sano,6,1,0,0,1,0,-1,20,3.3,1,0,0
Berenguer,Berenguer,20425,2025/26,36,Athletic,Delantero,11.0,30,ES,70%,Sano,29,2,3,0,4,0,1,141,4.9,3,0,3
Bergstrom,Bergstrom,20426,2025/26,36,Mallorca,Portero,8.0,23,FI,0%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20424,2025/26,36,Barcelona,Mediocampista,6.0,18,ES,70%,Sano,19,2,1,0,4,0,1.4,67,3.5,2,1,0
Bigas,R.P. Bigas,20429,2025/26,36,Elche,Defensa,9.0,35,ES,50%,Sano,26,1,2,0,5,1,1.6,114,4.4,4,3,13
Birmancevic,Birma,20426,2025/26,36,Getafe,Delantero,3.0,28,RS,20%,Sano,5,0,0,0,0,0,1,9,1.8,0,0,2
Blanco,Blanco,20424,2025/26,36,Alavés,Mediocampista,9.0,25,ES,90%,Sano,33,2,2,0,9,0,1.5,142,4.3,3,7,3
Blind,Daley Blind,20427,2025/26,36,Girona,Defensa,10.0,36,NL,50%,Sano,31,0,0,0,1,0,1,146,4.7,0,2,0
Boiro,Yeray,20425,2025/26,36,Athletic,Defensa,7.0,23,ES,50%,Sano,12,0,0,0,1,0,0.9,23,1.9,0,1,2
Borbas,T. Borbas,20430,2025/26,36,Real Oviedo,Delantero,3.0,24,UY,20%,Sano,10,0,0,0,1,0,1,13,1.3,2,1,1
Boselli,Boselli,20426,2025/26,36,Getafe,Defensa,5.0,22,UY,30%,Sano,10,0,0,0,3,0,1,28,2.8,-1,0,2
Boyomo,Boyomo,20428,2025/26,36,Osasuna,Defensa,9.0,24,CM,70%,Sano,27,1,1,0,5,0,1.2,112,4.1,2,2,6
Boyé,Lucas Boyé,20424,2025/26,36,Alavés,Delantero,15.0,30,AR,30%,Lesionado/Duda,27,11,1,0,4,1,-1,148,5.5,0,0,1
Boñar,J. Boñar,20428,2025/26,36,Atlético,Defensa,7.0,20,ES,50%,Sano,3,1,0,0,0,0,2,17,5.7,0,8,0
Brahim,Brahim,20430,2025/26,36,Real Madrid,Mediocampista,8.0,26,MA,60%,Sano,27,0,5,0,2,0,1.3,112,4.1,5,0,5
Brais,Brais Méndez,20427,2025/26,36,Real Sociedad,Mediocampista,10.0,29,ES,30%,Sano,28,6,2,0,5,1,-1,133,4.8,0,0,0
Bretones,Abel Bretones,20428,2025/26,36,Osasuna,Defensa,8.0,25,ES,50%,Sano,26,1,2,0,5,1,1.5,85,3.3,9,8,1
Brugui,R. Brugué,20423,2025/26,36,Levante,Delantero,7.0,29,ES,50%,Sano,17,0,1,0,1,0,1.3,46,2.7,4,0,0
Bryan Gil,Bryan Gil,20427,2025/26,36,Girona,Delantero,9.0,25,ES,50%,Sano,26,0,3,0,5,0,1,101,3.9,0,2,3
Buchanan,Buchanan,20432,2025/26,36,Villarreal,Mediocampista,9.0,27,CA,30%,Sano,32,7,1,0,8,0,1.2,145,4.5,3,8,0
Budimir,Budimir,20428,2025/26,36,Osasuna,Delantero,19.0,34,HR,70%,Sano,34,17,0,0,3,0,1.7,203,6,7,6,1
C. Álvarez,C. Alvarez,20423,2025/26,36,Levante,Mediocampista,9.0,22,ES,0%,Lesionado/Duda,30,3,1,0,3,0,1.2,113,3.8,0,2,2
Cabanes,Cabanes,20432,2025/26,36,Villarreal,Delantero,2.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20425,2025/26,36,Espanyol,Defensa,9.0,34,UY,90%,Sano,34,3,0,0,3,0,1.1,148,4.4,3,1,8
Calebe,Calebe,20424,2025/26,36,Alavés,Mediocampista,6.0,26,BR,10%,Sano,19,0,0,0,2,0,1,52,2.7,0,0,2
Calero,F. Calero,20425,2025/26,36,Espanyol,Defensa,9.0,30,ES,0%,Sano,26,0,0,0,5,0,1.3,114,4.4,1,4,8
Caleta-Car,Caleta-Car,20427,2025/26,36,Real Sociedad,Defensa,9.0,29,HR,60%,Sano,26,1,0,0,4,1,0.8,107,4.1,2,6,2
Calvo,Dani Calvo,20430,2025/26,36,Real Oviedo,Defensa,12.0,32,ES,70%,Sano,18,0,0,0,3,0,1.3,90,5,10,3,0
Camavinga,Camavinga,20430,2025/26,36,Real Madrid,Mediocampista,9.0,23,FR,50%,Sano,27,1,0,0,2,0,0.4,113,4.2,2,2,3
Camello,Camello,20431,2025/26,36,Rayo,Delantero,6.0,25,ES,30%,Sano,20,3,0,0,2,1,2.1,64,3.2,4,11,10
Cancelo,Cancelo,20424,2025/26,36,Barcelona,Defensa,17.0,31,PT,30%,Sano,13,1,2,0,0,0,2,103,7.9,8,5,11
Cardoso,Johnny,20428,2025/26,36,Atlético,Mediocampista,7.0,24,US,0%,Lesionado/Duda,15,0,0,0,5,0,1,47,3.1,0,0,4
Cardoso,Cardoso,20432,2025/26,36,Sevilla,Defensa,6.0,32,PT,0%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20423,2025/26,36,Levante,Delantero,8.0,20,ES,70%,Sano,22,9,0,0,3,0,1.6,99,4.5,2,7,3
Carlos Martín,Carlos Martín,20431,2025/26,36,Rayo,Mediocampista,4.0,24,ES,50%,Sano,9,0,0,0,1,0,1,17,1.9,2,0,1
Carlos Soler,C. Soler,20427,2025/26,36,Real Sociedad,Mediocampista,17.0,29,ES,70%,Sano,30,4,3,0,3,1,1.1,170,5.7,0,4,1
Carmo,David Carmo,20430,2025/26,36,Real Oviedo,Defensa,9.0,26,AO,30%,Sano,22,1,0,0,8,1,0,95,4.3,0,0,0
Carmona,Carmona,20432,2025/26,36,Sevilla,Defensa,8.0,24,ES,50%,Sano,32,1,3,0,12,0,0.9,92,2.9,0,6,0
Carreira,Carreira,20423,2025/26,36,Celta,Defensa,9.0,25,ES,70%,Sano,31,2,1,0,2,0,1.3,116,3.7,2,3,0
Carvajal,Carvajal,20430,2025/26,36,Real Madrid,Defensa,7.0,34,ES,0%,Lesionado/Duda,14,0,0,0,0,0,-1,47,3.4,0,0,0
Casadó,M. Casadó,20424,2025/26,36,Barcelona,Mediocampista,7.0,22,ES,50%,Sano,21,0,1,0,1,0,-1,61,2.9,0,0,1
Castrín,A. Castrín,20432,2025/26,36,Sevilla,Defensa,9.0,22,ES,80%,Sano,17,1,0,0,4,0,2.3,79,4.6,11,9,1
Catena,Catena,20428,2025/26,36,Osasuna,Defensa,15.0,31,ES,90%,Sano,32,3,2,0,10,1,1.5,175,5.5,1,3,14
Cazorla,S. Cazorla,20430,2025/26,36,Real Oviedo,Mediocampista,6.0,41,ES,10%,Sano,25,0,1,0,1,1,1.3,69,2.8,4,2,3
Ceballos,D. Ceballos,20430,2025/26,36,Real Madrid,Mediocampista,5.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20429,2025/26,36,Elche,Delantero,6.0,23,CL,40%,Sano,9,1,0,0,1,0,1,31,3.4,0,1,0
Cervi,Franco Cervi,20423,2025/26,36,Celta,Delantero,2.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20430,2025/26,36,Real Oviedo,Delantero,10.0,25,MA,80%,Sano,33,6,2,0,2,1,1.7,156,4.7,6,3,8
Chimy,Chimy Ávila,20429,2025/26,36,Betis,Delantero,5.0,32,AR,10%,Sano,14,1,0,0,4,0,-1,33,2.4,0,2,0
Chust,V. Chust,20429,2025/26,36,Elche,Defensa,8.0,26,ES,40%,Sano,28,0,0,0,8,1,1,77,2.8,5,2,3
Colombatto,Colobatto,20430,2025/26,36,Real Oviedo,Mediocampista,8.0,29,AR,80%,Sano,29,0,1,0,6,0,1,101,3.5,0,2,2
Comesaña,Comesaña,20432,2025/26,36,Villarreal,Mediocampista,14.0,29,ES,50%,Sano,32,3,6,0,5,1,1.6,170,5.3,3,9,4
Conde,Diego Conde,20432,2025/26,36,Villarreal,Portero,2.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20431,2025/26,36,Valencia,Defensa,9.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20423,2025/26,36,Levante,Delantero,5.0,18,ES,30%,Sano,12,0,0,0,2,0,1,34,2.8,0,0,5
Costa,Costa,20432,2025/26,36,Villarreal,Defensa,2.0,25,CV,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Costas,David Costas,20430,2025/26,36,Real Oviedo,Defensa,11.0,31,ES,70%,Sano,23,1,0,0,3,0,1.2,111,4.8,6,2,3
Courtois,Courtois,20430,2025/26,36,Real Madrid,Portero,21.0,34,BE,70%,Sano,29,0,0,0,1,0,2,185,6.4,6,0,0
Cubarsí,Pau Cubrasí,20424,2025/26,36,Barcelona,Defensa,19.0,19,ES,30%,Sano,30,1,0,0,3,0,2.1,182,6.1,11,9,12
Cucho,Cucho,20429,2025/26,36,Betis,Delantero,18.0,27,CO,70%,Sano,30,10,3,0,4,0,1.8,177,5.9,6,17,3
Cuéllar,Cuéllar,20426,2025/26,36,Mallorca,Portero,2.0,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20423,2025/26,36,Levante,Portero,7.0,24,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20431,2025/26,36,Rayo,Portero,8.0,29,ES,20%,Sano,3,0,0,1,0,0,2,22,7.3,0,0,5
Cömert,Cömert,20431,2025/26,36,Valencia,Defensa,11.0,28,CH,80%,Sano,15,2,0,0,3,0,1.5,83,5.5,9,0,0
D. Duarte,Domingos Duar...,20426,2025/26,36,Getafe,Defensa,13.0,31,PT,80%,Sano,31,1,1,0,11,0,0.9,160,5.2,13,2,1
D. Llorente,Llorente,20429,2025/26,36,Betis,Defensa,9.0,32,ES,80%,Sano,16,1,0,0,4,0,1.3,79,4.9,1,7,5
Danjuma,Danjuma,20431,2025/26,36,Valencia,Delantero,9.0,29,NL,30%,Sano,30,3,2,0,0,0,0.5,126,4.2,0,2,0
Darder,Darder,20426,2025/26,36,Mallorca,Mediocampista,14.0,32,ES,70%,Sano,35,1,5,0,3,0,1.7,187,5.3,5,7,4
David López,David López,20427,2025/26,36,Girona,Defensa,3.0,36,ES,20%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20426,2025/26,36,Mallorca,Defensa,6.0,23,ES,70%,Sano,12,0,0,0,2,0,1,38,3.2,2,3,3
Davinchi,Davinchi,20426,2025/26,36,Getafe,Defensa,5.0,18,ES,50%,Sano,11,0,0,0,1,0,0.7,23,2.1,5,0,-2
De Frutos,De Frutos,20431,2025/26,36,Rayo,Delantero,16.0,29,ES,50%,Sano,33,10,1,0,3,0,1,185,5.6,6,7,2
De la Fuente,Dela,20423,2025/26,36,Levante,Defensa,9.0,27,ES,60%,Sano,30,2,1,0,5,0,2,130,4.3,4,0,8
Dendoncker,Dendoncker,20430,2025/26,36,Real Oviedo,Mediocampista,8.0,31,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20424,2025/26,36,Alavés,Mediocampista,8.0,32,ES,50%,Sano,27,1,2,0,6,0,1.2,85,3.1,2,2,2
Deossa,Nelson Deossa,20429,2025/26,36,Betis,Mediocampista,6.0,26,CO,30%,Sano,19,0,0,0,3,0,0.7,53,2.8,1,2,0
Diabaté,Diabate,20424,2025/26,36,Alavés,Delantero,5.0,26,CI,70%,Sano,7,1,0,0,1,0,1,21,3,1,3,3
Diakhaby,Diakhaby,20431,2025/26,36,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20429,2025/26,36,Elche,Delantero,6.0,28,CD,50%,Sano,18,1,0,0,3,0,1,39,2.2,0,0,0
Diego López,Diego López,20431,2025/26,36,Valencia,Delantero,8.0,23,ES,50%,Sano,31,3,0,0,2,0,0.8,99,3.2,3,1,3
Diego Rico,Rico,20426,2025/26,36,Getafe,Defensa,8.0,33,ES,20%,Sano,28,0,0,0,4,0,1,76,2.7,0,2,0
Dimitrievski,Dimitrievski,20431,2025/26,36,Valencia,Portero,20.0,32,MK,90%,Sano,17,0,0,0,1,0,2.1,106,6.2,12,3,5
Dituro,M. Dituro,20429,2025/26,36,Elche,Portero,20.0,39,AR,70%,Sano,19,0,0,0,1,0,1.1,117,6.2,5,4,7
Djené,Djene,20426,2025/26,36,Getafe,Defensa,9.0,34,TG,70%,Sano,32,0,0,0,10,1,1,139,4.3,9,0,0
Dmitrovic,Dmitrovic,20425,2025/26,36,Espanyol,Portero,17.0,34,RS,95%,Sano,35,0,0,0,0,0,1.3,200,5.7,4,3,12
Dolan,Dolan,20425,2025/26,36,Espanyol,Delantero,9.0,24,EN,0%,Sano,34,2,4,0,7,1,1.2,140,4.1,9,3,2
Domínguez,C. Dominguez,20423,2025/26,36,Celta,Defensa,6.0,25,ES,40%,Sano,8,0,0,0,1,0,-1,24,3,0,0,0
Duro,Hugo Duro,20431,2025/26,36,Valencia,Delantero,9.0,26,ES,50%,Sano,33,9,0,0,5,0,1,123,3.7,3,0,2
Durán,Pablo Durán,20423,2025/26,36,Celta,Delantero,8.0,24,ES,40%,Sano,27,2,2,0,1,0,1,92,3.4,8,0,-1
Echeverri,Echeverri,20427,2025/26,36,Girona,Mediocampista,6.0,20,AR,40%,Sano,14,1,1,0,3,0,1,46,3.3,1,3,1
Edu Expósito,Edu Expósito,20425,2025/26,36,Espanyol,Mediocampista,17.0,29,ES,70%,Sano,33,1,6,0,9,0,0.8,189,5.7,6,6,9
Egiluz,Egiluz,20425,2025/26,36,Athletic,Defensa,2.0,24,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Ejaria,Ejaria,20430,2025/26,36,Real Oviedo,Delantero,4.0,28,EN,20%,Sano,8,0,0,0,1,0,-1,19,2.4,0,0,0
Ejuke,Ejuke,20432,2025/26,36,Sevilla,Delantero,7.0,28,NG,50%,Sano,25,1,1,0,0,0,1.9,103,4.1,7,9,0
El Hilali,El Hilali,20425,2025/26,36,Espanyol,Defensa,8.0,22,MA,70%,Sano,33,0,2,0,9,0,0.8,87,2.6,-1,-1,8
El-Abdellaoui,El-Abdellaoui,20423,2025/26,36,Celta,Delantero,6.0,20,MA,10%,Sano,21,2,0,0,0,0,1,54,2.6,0,1,0
Elgezabal,Elgezabal,20423,2025/26,36,Levante,Defensa,7.0,33,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20424,2025/26,36,Barcelona,Defensa,17.0,25,ES,40%,Sano,32,1,2,0,6,0,2.6,186,5.8,10,8,0
Espart,Xavi Espart,20424,2025/26,36,Barcelona,Defensa,4.0,18,ES,20%,Sano,2,0,0,0,0,0,-1,5,2.5,0,0,0
Espino,Pacha,20431,2025/26,36,Rayo,Defensa,8.0,34,UY,70%,Sano,27,2,0,0,2,0,1,90,3.3,3,6,0
Etta Eyong,Etta Eyong,20423,2025/26,36,Levante,Delantero,9.0,22,CM,30%,Sano,28,6,2,0,3,0,1.6,130,4.2,10,1,1
F. de Jong,F. De Jong,20424,2025/26,36,Barcelona,Mediocampista,16.0,29,NL,70%,Sano,24,1,5,0,6,1,1.4,134,5.6,3,2,2
Febas,Febas,20429,2025/26,36,Elche,Mediocampista,12.0,30,ES,80%,Sano,34,2,2,0,9,0,1.4,168,4.9,-2,6,3
Femenia,Kiko F.,20426,2025/26,36,Getafe,Defensa,9.0,35,ES,50%,Lesionado/Duda,28,1,1,0,6,0,0.5,113,4,0,1,1
Fer López,Fer López,20423,2025/26,36,Celta,Mediocampista,7.0,21,ES,50%,Sano,14,1,0,0,3,0,1.3,48,3.4,3,5,1
Fermín,Fermín,20424,2025/26,36,Barcelona,Mediocampista,27.0,23,ES,50%,Sano,29,6,9,0,3,0,2.3,209,7.2,6,11,13
Ferran,Ferran,20424,2025/26,36,Barcelona,Delantero,21.0,26,ES,30%,Sano,31,16,1,0,2,0,2.5,197,6.4,12,9,0
Fidalgo,Fidalgo,20429,2025/26,36,Betis,Mediocampista,7.0,29,ES,40%,Sano,7,1,0,0,0,0,1,33,4.7,0,0,3
Fonseca,Fonseca,20430,2025/26,36,Real Oviedo,Mediocampista,6.0,27,UY,80%,Sano,16,0,0,0,6,0,0.8,38,2.4,0,2,1
Fornals,Fornals,20429,2025/26,36,Betis,Mediocampista,26.0,30,ES,50%,Sano,35,7,5,0,2,0,1.8,247,7.1,10,10,5
Fort,Héctor Fort,20429,2025/26,36,Elche,Defensa,6.0,19,ES,50%,Sano,12,1,2,0,0,0,1,45,3.8,1,1,7
Fortuño,A. Fortuño,20425,2025/26,36,Espanyol,Portero,2.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
