Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T24-25,J19,Espanyol,Joan García,Joan García,5,9,-4
T24-25,J19,Real Betis,Ricardo Rodríguez,Ricardo Rodríguez,0,4,-4
T24-25,J19,Real Betis,Francisco Vieites,Francisco Vieites,3,7,-4
T25-26,J8,Sevilla,Marcão,Marcão,3,7,-4
T25-26,J8,Elche,Pedro Bigas,Pedro Bigas,4,8,-4
T25-26,J8,Deportivo Alavés,Youssef Enriquez Lekhedim,Youssef Enriquez Lekhedim,1,5,-4
T25-26,J8,Deportivo Alavés,Antonio Sivera,Antonio Sivera,3,7,-4
T25-26,J8,Villarreal,Santi Comesaña,Santi Comesaña,2,6,-4
T25-26,J8,Villarreal,Thomas Partey,Thomas Partey,1,5,-4
T23-24,J13,Las Palmas,Álvaro Valles,Álvaro Valles,4,8,-4
T24-25,J19,Las Palmas,Javier Muñoz,Javier Muñoz,0,4,-4
T24-25,J19,Las Palmas,Mika Mármol,Mika Mármol,2,6,-4
T23-24,J28,Celta Vigo,Jørgen Strand Larsen,Jørgen Strand Larsen,1,5,-4
T23-24,J28,Celta Vigo,Manuel Sánchez,Manuel Sánchez,1,5,-4
T23-24,J28,Las Palmas,Munir El Haddadi,Munir El Haddadi,2,6,-4
T23-24,J28,Las Palmas,Kirian Rodríguez,Kirian Rodríguez,1,5,-4
T24-25,J19,Valencia,Dimitri Foulquier,Dimitri Foulquier,2,6,-4
T24-25,J19,Sevilla,Djibril Sow,Djibril Sow,2,6,-4
T24-25,J19,Sevilla,Kike Salas,Kike Salas,1,5,-4
T23-24,J13,Osasuna,Alejandro Catena,Alejandro Catena,0,4,-4
T23-24,J13,Osasuna,Sergio Herrera,Sergio Herrera,3,7,-4
T23-24,J13,Getafe,David Soria,David Soria,5,9,-4
T25-26,J8,Real Madrid,Dean Huijsen,Dean Huijsen,5,9,-4
T25-26,J8,Real Madrid,Álvaro Carreras,Álvaro Carreras,3,7,-4
T25-26,J8,Real Madrid,Thibaut Courtois,Thibaut Courtois,2,6,-4
T25-26,J8,Mallorca,Vedat Muriqi,Vedat Muriqi,0,4,-4
T23-24,J28,Las Palmas,Mika Mármol,Mika Mármol,2,6,-4
T24-25,J19,Osasuna,Sergio Herrera,Sergio Herrera,5,9,-4
T24-25,J19,Getafe,Coba da Costa,Coba da Costa,10,14,-4
T24-25,J19,Getafe,Luis Milla,Luis Milla,0,4,-4
T24-25,J19,Getafe,David Soria,David Soria,10,14,-4
T25-26,J8,Mallorca,Pablo Torre,Pablo Torre,2,6,-4
T25-26,J8,Mallorca,Pablo Maffeo,Pablo Maffeo,1,5,-4
T25-26,J8,Athletic Club,Robert Navarro,Robert Navarro,2,6,-4
T25-26,J8,Athletic Club,Iñigo Ruiz de Galarreta,Iñigo Ruiz de Galarreta,0,4,-4
T25-26,J8,Athletic Club,Unai Simón,Unai Simón,3,7,-4
T25-26,J8,Valencia,Diego López,Diego López,6,10,-4
T25-26,J8,Valencia,Luis Rioja,Luis Rioja,0,4,-4
T23-24,J13,Valencia,Fran Pérez,Fran Pérez,-1,3,-4
T23-24,J13,Valencia,Sergi Canós,Sergi Canós,1,5,-4
T23-24,J13,Valencia,José Luis Gayà,José Luis Gayà,-3,1,-4
T23-24,J13,Real Madrid,Toni Kroos,Toni Kroos,5,9,-4
T23-24,J13,Real Madrid,Andriy Lunin,Andriy Lunin,4,8,-4
T25-26,J8,Girona FC,Iván Martín,Iván Martín,0,4,-4
T25-26,J8,Girona FC,Vitor Reis,Vitor Reis,1,5,-4
T25-26,J8,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,4,8,-4
T23-24,J28,Granada,Facundo Pellistri,Facundo Pellistri,3,7,-4
T24-25,J20,Espanyol,Omar El Hilali,Omar El Hilali,5,9,-4
T24-25,J20,Espanyol,Joan García,Joan García,4,8,-4
T24-25,J19,Villarreal,Luiz Júnior,Luiz Júnior,3,7,-4
T25-26,J8,Real Oviedo,Santiago Colombatto,Santiago Colombatto,0,4,-4
T25-26,J8,Real Oviedo,Eric Bailly,Eric Bailly,2,6,-4
T25-26,J8,Getafe,Luis Milla,Luis Milla,7,11,-4
T25-26,J8,Getafe,Domingos Duarte,Domingos Duarte,5,9,-4
T25-26,J8,Getafe,Kiko Femenía,Kiko Femenía,1,5,-4
T25-26,J8,Osasuna,Abel Bretones,Abel Bretones,8,12,-4
T25-26,J8,Osasuna,Sergio Herrera,Sergio Herrera,3,7,-4
T25-26,J7,Real Oviedo,Leander Dendoncker,Leander Dendoncker,3,7,-4
T25-26,J7,Real Oviedo,David Carmo,David Carmo,3,7,-4
T24-25,J20,Sevilla,Dodi Lukebakio,Dodi Lukebakio,8,12,-4
T24-25,J20,Sevilla,Saúl Ñíguez,Saúl Ñíguez,12,16,-4
T24-25,J20,Sevilla,Adrià Pedrosa,Adrià Pedrosa,1,5,-4
T23-24,J28,Real Sociedad,Mikel Oyarzabal,Mikel Oyarzabal,1,5,-4
T23-24,J28,Real Sociedad,Martín Zubimendi,Martín Zubimendi,1,5,-4
T23-24,J28,Real Sociedad,Igor Zubeldia,Igor Zubeldia,2,6,-4
T23-24,J13,Barcelona,İlkay Gündoğan,İlkay Gündoğan,4,8,-4
T23-24,J13,Barcelona,Jules Koundé,Jules Koundé,6,10,-4
T23-24,J13,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,2,6,-4
T25-26,J7,Real Oviedo,Aarón Escandell,Aarón Escandell,9,13,-4
T25-26,J7,Valencia,Baptiste Santamaria,Baptiste Santamaria,1,5,-4
T25-26,J7,Osasuna,Jon Moncayola,Jon Moncayola,1,5,-4
T25-26,J7,Osasuna,Moi Gómez,Moi Gómez,1,5,-4
T25-26,J7,Osasuna,Valentin Rosier,Valentin Rosier,1,5,-4
T25-26,J7,Osasuna,Alejandro Catena,Alejandro Catena,3,7,-4
T25-26,J7,Real Betis,Pablo Fornals,Pablo Fornals,6,10,-4
T25-26,J7,Barcelona,Gerard Martín,Gerard Martín,1,5,-4
T25-26,J7,Barcelona,Ronald Araújo,Ronald Araújo,4,8,-4
T25-26,J7,Barcelona,Jules Koundé,Jules Koundé,6,10,-4
T25-26,J7,Barcelona,Andreas Christensen,Andreas Christensen,4,8,-4
T25-26,J7,Barcelona,Wojciech Szczęsny,Wojciech Szczęsny,3,7,-4
T25-26,J7,Celta Vigo,Miguel Román,Miguel Román,1,5,-4
T23-24,J28,Atlético Madrid,Álvaro Morata,Álvaro Morata,0,4,-4
T23-24,J28,Atlético Madrid,Samuel Lino,Samuel Lino,2,6,-4
T23-24,J28,Atlético Madrid,Axel Witsel,Axel Witsel,1,5,-4
T23-24,J28,Getafe,Luis Milla,Luis Milla,3,7,-4
T24-25,J20,Atlético Madrid,Rodrigo de Paul,Rodrigo de Paul,1,5,-4
T24-25,J20,Atlético Madrid,Clément Lenglet,Clément Lenglet,2,6,-4
T24-25,J20,Atlético Madrid,Jan Oblak,Jan Oblak,4,8,-4
T24-25,J20,Barcelona,Iñaki Peña,Iñaki Peña,4,8,-4
T24-25,J20,Deportivo Alavés,Antonio Blanco,Antonio Blanco,0,4,-4
T24-25,J20,Deportivo Alavés,Moussa Diarra,Moussa Diarra,2,6,-4
T24-25,J20,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,2,6,-4
T24-25,J20,Real Betis,Johnny Cardoso,Johnny Cardoso,0,4,-4
T24-25,J20,Real Betis,Pablo Fornals,Pablo Fornals,1,5,-4
T23-24,J28,Granada,Ricard Sánchez,Ricard Sánchez,0,4,-4
T23-24,J13,Atlético Madrid,Jan Oblak,Jan Oblak,6,10,-4
T23-24,J13,Real Betis,Francisco Vieites,Francisco Vieites,3,7,-4
T23-24,J13,Sevilla,Nemanja Gudelj,Nemanja Gudelj,1,5,-4
T25-26,J7,Athletic Club,Oihan Sancet,Oihan Sancet,2,6,-4
T25-26,J7,Athletic Club,Unai Simón,Unai Simón,4,8,-4
T25-26,J7,Deportivo Alavés,Victor Parada,Victor Parada,0,4,-4
T25-26,J7,Deportivo Alavés,Antonio Sivera,Antonio Sivera,2,6,-4
T25-26,J7,Real Madrid,Vinicius Júnior,Vinicius Júnior,3,7,-4
T25-26,J7,Real Madrid,Aurélien Tchouaméni,Aurélien Tchouaméni,0,4,-4
T24-25,J20,Real Madrid,Raúl Asencio,Raúl Asencio,4,8,-4
T24-25,J20,Real Madrid,Fran García,Fran García,8,12,-4
T24-25,J20,Real Madrid,Lucas Vázquez,Lucas Vázquez,6,10,-4
T24-25,J20,Real Madrid,Thibaut Courtois,Thibaut Courtois,3,7,-4
T24-25,J20,Athletic Club,Iñaki Williams,Iñaki Williams,7,11,-4
T24-25,J20,Athletic Club,Adama Boiro,Adama Boiro,4,8,-4
T24-25,J20,Athletic Club,Daniel Vivian,Daniel Vivian,8,12,-4
T24-25,J20,Athletic Club,Unai Simón,Unai Simón,2,6,-4
T24-25,J20,Celta Vigo,Hugo Sotelo,Hugo Sotelo,1,5,-4
T23-24,J13,Mallorca,Samú Costa,Samú Costa,1,5,-4
T23-24,J13,Mallorca,Predrag Rajković,Predrag Rajković,3,7,-4
T23-24,J13,Villarreal,Étienne Capoue,Étienne Capoue,1,5,-4
T23-24,J13,Villarreal,Dani Parejo,Dani Parejo,3,7,-4
T23-24,J13,Atlético Madrid,Koke,Koke,3,7,-4
T23-24,J14,Granada,Wilson Manafá,Wilson Manafá,0,4,-4
T23-24,J14,Deportivo Alavés,Antonio Sivera,Antonio Sivera,3,7,-4
T23-24,J13,Cádiz,Fali,Fali,5,9,-4
T23-24,J13,Cádiz,David Gil,David Gil,3,7,-4
T23-24,J13,Mallorca,Abdón Prats,Abdón Prats,5,9,-4
T23-24,J13,Mallorca,José Copete,José Copete,2,6,-4
T25-26,J7,Levante UD,Adrián de la Fuente,Adrián de la Fuente,4,8,-4
T24-25,J20,Real Sociedad,Nayef Aguerd,Nayef Aguerd,4,8,-4
T24-25,J20,Real Sociedad,Álex Remiro,Álex Remiro,2,6,-4
T24-25,J20,Las Palmas,Benito Ramírez,Benito Ramírez,-2,2,-4
T24-25,J20,Las Palmas,Álex Muñoz,Álex Muñoz,-3,1,-4
T25-26,J7,Espanyol,Pere Milla,Pere Milla,4,8,-4
T25-26,J7,Espanyol,Omar El Hilali,Omar El Hilali,4,8,-4
T25-26,J6,Barcelona,Pedri,Pedri,3,7,-4
T25-26,J6,Barcelona,Eric García,Eric García,8,12,-4
T25-26,J6,Barcelona,Joan García,Joan García,5,9,-4
T25-26,J6,Real Oviedo,Santi Cazorla,Santi Cazorla,2,6,-4
T25-26,J6,Elche,Léo Pétrot,Léo Pétrot,3,7,-4
T25-26,J6,Elche,Alvaro Núñez,Alvaro Núñez,2,6,-4
T25-26,J6,Elche,Iñaki Peña,Iñaki Peña,1,5,-4
T25-26,J6,Osasuna,Jon Moncayola,Jon Moncayola,4,8,-4
T25-26,J6,Osasuna,Flavien Boyomo,Flavien Boyomo,3,7,-4
T25-26,J6,Osasuna,Alejandro Catena,Alejandro Catena,5,9,-4
T25-26,J6,Osasuna,Sergio Herrera,Sergio Herrera,3,7,-4
T25-26,J6,Mallorca,Martin Valjent,Martin Valjent,3,7,-4
T25-26,J6,Mallorca,Antonio Raíllo,Antonio Raíllo,5,9,-4
T25-26,J6,Mallorca,Leo Román,Leo Román,2,6,-4
T24-25,J20,Villarreal,Yéremy Pino,Yéremy Pino,7,11,-4
T23-24,J28,Getafe,Juan Iglesias,Juan Iglesias,0,4,-4
T23-24,J28,Getafe,Djené,Djené,2,6,-4
T23-24,J28,Getafe,David Soria,David Soria,3,7,-4
T23-24,J27,Deportivo Alavés,Javi López,Javi López,4,8,-4
T23-24,J27,Deportivo Alavés,Antonio Sivera,Antonio Sivera,2,6,-4
T24-25,J20,Villarreal,Alejandro Baena,Alejandro Baena,10,14,-4
T24-25,J21,Osasuna,Iker Muñoz,Iker Muñoz,1,5,-4
T24-25,J21,Osasuna,Flavien Boyomo,Flavien Boyomo,1,5,-4
T24-25,J21,Osasuna,Alejandro Catena,Alejandro Catena,2,6,-4
T24-25,J21,Osasuna,Sergio Herrera,Sergio Herrera,5,9,-4
T24-25,J21,Las Palmas,Alex Suárez,Alex Suárez,1,5,-4
T24-25,J21,Las Palmas,Jasper Cillessen,Jasper Cillessen,4,8,-4
T24-25,J20,Mallorca,Vedat Muriqi,Vedat Muriqi,0,4,-4
T24-25,J20,Mallorca,Omar Mascarell,Omar Mascarell,0,4,-4
T23-24,J14,Barcelona,Andreas Christensen,Andreas Christensen,4,8,-4
T23-24,J14,Barcelona,João Cancelo,João Cancelo,3,7,-4
T23-24,J14,Barcelona,Iñaki Peña,Iñaki Peña,5,9,-4
T23-24,J14,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,5,9,-4
T23-24,J14,Granada,Óscar Melendo,Óscar Melendo,1,5,-4
T25-26,J6,Atlético Madrid,Javi Galán,Javi Galán,2,6,-4
T25-26,J6,Atlético Madrid,Dávid Hancko,Dávid Hancko,1,5,-4
T25-26,J6,Deportivo Alavés,Abderrahman Rebbach,Abderrahman Rebbach,1,5,-4
T25-26,J6,Deportivo Alavés,Youssef Enriquez Lekhedim,Youssef Enriquez Lekhedim,2,6,-4
T25-26,J6,Deportivo Alavés,Facundo Garcés,Facundo Garcés,2,6,-4
T25-26,J6,Deportivo Alavés,Antonio Sivera,Antonio Sivera,2,6,-4
T25-26,J6,Getafe,Abdelkabir Abqar,Abdelkabir Abqar,3,7,-4
T25-26,J6,Getafe,David Soria,David Soria,5,9,-4
T25-26,J6,Villarreal,Alfonso Pedraza,Alfonso Pedraza,0,4,-4
T25-26,J6,Villarreal,Rafa Marín,Rafa Marín,2,6,-4
T24-25,J21,Villarreal,Kiko Femenía,Kiko Femenía,1,5,-4
T24-25,J21,Atlético Madrid,Rodrigo de Paul,Rodrigo de Paul,1,5,-4
T24-25,J21,Atlético Madrid,Nahuel Molina,Nahuel Molina,0,4,-4
T24-25,J21,Atlético Madrid,Robin Le Normand,Robin Le Normand,1,5,-4
T24-25,J21,Atlético Madrid,Jan Oblak,Jan Oblak,2,6,-4
T24-25,J21,Real Betis,Sergio Arribas,Sergio Arribas,0,4,-4
T24-25,J21,Mallorca,Omar Mascarell,Omar Mascarell,1,5,-4
T24-25,J21,Mallorca,Dominik Greif,Dominik Greif,4,8,-4
T24-25,J21,Osasuna,Rubén García,Rubén García,0,4,-4
T23-24,J27,Girona FC,Eric García,Eric García,1,5,-4
T23-24,J27,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,2,6,-4
T23-24,J27,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,3,7,-4
T23-24,J27,Real Betis,Chimy Ávila,Chimy Ávila,1,5,-4
T24-25,J21,Sevilla,Nemanja Gudelj,Nemanja Gudelj,4,8,-4
T24-25,J21,Sevilla,Ørjan Nyland,Ørjan Nyland,2,6,-4
T24-25,J21,Villarreal,Yéremy Pino,Yéremy Pino,1,5,-4
T24-25,J21,Villarreal,Alejandro Baena,Alejandro Baena,5,9,-4
T25-26,J6,Villarreal,Arnau Tenas,Arnau Tenas,2,6,-4
T25-26,J6,Real Madrid,Federico Valverde,Federico Valverde,5,9,-4
T25-26,J6,Real Madrid,Raúl Asencio,Raúl Asencio,2,6,-4
T25-26,J6,Real Madrid,Thibaut Courtois,Thibaut Courtois,2,6,-4
T25-26,J6,Levante UD,Jon Ander Olasagasti,Jon Ander Olasagasti,1,5,-4
T25-26,J6,Levante UD,Unai Vencedor,Unai Vencedor,2,6,-4
T23-24,J14,Getafe,Borja Mayoral,Borja Mayoral,6,10,-4
T23-24,J14,Getafe,David Soria,David Soria,5,9,-4
T23-24,J14,Celta Vigo,Iago Aspas,Iago Aspas,3,7,-4
T23-24,J14,Valencia,Gabriel Paulista,Gabriel Paulista,10,6,4
T25-26,J6,Valencia,Baptiste Santamaria,Baptiste Santamaria,0,4,-4
T25-26,J6,Valencia,José Luis Gayà,José Luis Gayà,4,8,-4
T23-24,J27,Atlético Madrid,Jan Oblak,Jan Oblak,4,8,-4
T23-24,J27,Granada,Myrto Uzuni,Myrto Uzuni,0,4,-4
T23-24,J27,Granada,Gonzalo Villar,Gonzalo Villar,1,5,-4
T24-25,J21,Real Valladolid,Javi Sánchez,Javi Sánchez,1,5,-4
T24-25,J21,Espanyol,Joan García,Joan García,3,7,-4
T24-25,J21,Sevilla,Ruben Vargas,Ruben Vargas,2,6,-4
T23-24,J14,Villarreal,Filip Jørgensen,Filip Jørgensen,6,10,-4
T23-24,J14,Mallorca,Sergi Darder,Sergi Darder,4,8,-4
T23-24,J14,Mallorca,Toni Lato,Toni Lato,1,5,-4
T23-24,J14,Mallorca,Predrag Rajković,Predrag Rajković,2,6,-4
T23-24,J14,Almería,Largie Ramazani,Largie Ramazani,4,8,-4
T23-24,J14,Almería,Léo Baptistão,Léo Baptistão,-1,3,-4
T23-24,J14,Almería,Lucas Robertone,Lucas Robertone,2,6,-4
T25-26,J6,Girona FC,Hugo Rincón,Hugo Rincón,3,7,-4
T24-25,J21,Barcelona,Alejandro Balde,Alejandro Balde,7,11,-4
T24-25,J21,Barcelona,Wojciech Szczęsny,Wojciech Szczęsny,4,8,-4
T24-25,J21,Athletic Club,Yuri Berchiche,Yuri Berchiche,2,6,-4
T24-25,J21,Real Sociedad,Igor Zubeldia,Igor Zubeldia,4,8,-4
T24-25,J21,Girona FC,Yangel Herrera,Yangel Herrera,3,7,-4
T24-25,J21,Girona FC,Juanpe,Juanpe,1,5,-4
T25-26,J6,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,4,8,-4
T25-26,J6,Athletic Club,Unai Simón,Unai Simón,6,10,-4
T25-26,J6,Real Betis,Marc Bartra,Marc Bartra,10,14,-4
T25-26,J6,Real Betis,Álvaro Valles,Álvaro Valles,4,8,-4
T25-26,J6,Celta Vigo,Yoel Lago,Yoel Lago,3,7,-4
T25-26,J6,Celta Vigo,Javi Rodríguez,Javi Rodríguez,2,6,-4
T25-26,J6,Celta Vigo,Ionuț Radu,Ionuț Radu,3,7,-4
T25-26,J5,Getafe,Adrian Liso,Adrian Liso,-1,3,-4
T25-26,J5,Getafe,Domingos Duarte,Domingos Duarte,2,6,-4
T25-26,J5,Real Oviedo,Salomón Rondón,Salomón Rondón,2,6,-4
T25-26,J5,Real Oviedo,Leander Dendoncker,Leander Dendoncker,2,6,-4
T25-26,J5,Real Oviedo,Nacho Vidal,Nacho Vidal,2,6,-4
T25-26,J5,Real Oviedo,Aarón Escandell,Aarón Escandell,5,9,-4
T24-25,J21,Valencia,Hugo Duro,Hugo Duro,2,6,-4
T24-25,J21,Valencia,André Almeida,André Almeida,-1,3,-4
T23-24,J27,Villarreal,Bertrand Traoré,Bertrand Traoré,5,9,-4
T23-24,J27,Villarreal,Pepe Reina,Pepe Reina,4,8,-4
T23-24,J27,Real Madrid,Aurélien Tchouaméni,Aurélien Tchouaméni,2,6,-4
T25-26,J5,Atlético Madrid,Koke,Koke,2,6,-4
T25-26,J5,Atlético Madrid,Clément Lenglet,Clément Lenglet,3,7,-4
T25-26,J5,Atlético Madrid,Jan Oblak,Jan Oblak,3,7,-4
T25-26,J5,Mallorca,Antonio Raíllo,Antonio Raíllo,1,5,-4
T25-26,J5,Mallorca,Leo Román,Leo Román,11,15,-4
T25-26,J5,Celta Vigo,Yoel Lago,Yoel Lago,4,8,-4
T25-26,J5,Celta Vigo,Mihailo Ristić,Mihailo Ristić,4,8,-4
T25-26,J5,Celta Vigo,Ionuț Radu,Ionuț Radu,5,9,-4
T25-26,J5,Athletic Club,Jesús Areso,Jesús Areso,-1,3,-4
T25-26,J5,Athletic Club,Daniel Vivian,Daniel Vivian,2,6,-4
T23-24,J27,Las Palmas,Saúl Coco,Saúl Coco,2,6,-4
T23-24,J27,Getafe,Ilaix Moriba,Ilaix Moriba,1,5,-4
T24-25,J22,Leganés,Marko Dmitrović,Marko Dmitrović,1,5,-4
T24-25,J21,Celta Vigo,Mihailo Ristić,Mihailo Ristić,3,7,-4
T24-25,J21,Celta Vigo,Marcos Alonso,Marcos Alonso,1,5,-4
T24-25,J21,Celta Vigo,Vicente Guaita,Vicente Guaita,2,6,-4
T24-25,J21,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,3,7,-4
T24-25,J21,Deportivo Alavés,Jesús Owono,Jesús Owono,1,5,-4
T24-25,J21,Valencia,Diego López,Diego López,4,8,-4
T25-26,J5,Osasuna,Abel Bretones,Abel Bretones,0,4,-4
T23-24,J14,Real Sociedad,Álex Remiro,Álex Remiro,2,6,-4
T23-24,J14,Osasuna,Johan Mojica,Johan Mojica,1,5,-4
T23-24,J14,Osasuna,Rubén Peña,Rubén Peña,1,5,-4
T23-24,J27,Cádiz,Jeremías Ledesma,Jeremías Ledesma,5,9,-4
T24-25,J22,Real Valladolid,Anuar,Anuar,0,4,-4
T24-25,J22,Villarreal,Alejandro Baena,Alejandro Baena,4,8,-4
T24-25,J22,Villarreal,Sergi Cardona,Sergi Cardona,11,15,-4
T24-25,J22,Villarreal,Diego Conde,Diego Conde,3,7,-4
T24-25,J22,Leganés,Yvan Neyou,Yvan Neyou,1,5,-4
T25-26,J5,Villarreal,Luiz Júnior,Luiz Júnior,5,9,-4
T25-26,J5,Sevilla,Lucien Agoumé,Lucien Agoumé,1,5,-4
T25-26,J5,Sevilla,Gabriel Suazo,Gabriel Suazo,0,4,-4
T25-26,J5,Sevilla,Tanguy Nianzou,Tanguy Nianzou,2,6,-4
T25-26,J5,Deportivo Alavés,Antonio Blanco,Antonio Blanco,-1,3,-4
T25-26,J5,Deportivo Alavés,Jonny Otto,Jonny Otto,2,6,-4
T25-26,J5,Espanyol,Javi Puado,Javi Puado,1,5,-4
T25-26,J5,Espanyol,Carlos Romero,Carlos Romero,2,6,-4
T25-26,J5,Girona FC,Hugo Rincón,Hugo Rincón,-2,2,-4
T25-26,J5,Girona FC,Azzedine Ounahi,Azzedine Ounahi,1,5,-4
T23-24,J14,Cádiz,Álex Fernández,Álex Fernández,1,5,-4
T24-25,J22,Real Madrid,Thibaut Courtois,Thibaut Courtois,4,8,-4
T24-25,J22,Real Valladolid,Mamadou Sylla,Mamadou Sylla,2,6,-4
T24-25,J22,Real Valladolid,Chuky,Chuky,1,5,-4
T23-24,J27,Getafe,Nemanja Maksimović,Nemanja Maksimović,6,10,-4
T23-24,J27,Getafe,Domingos Duarte,Domingos Duarte,1,5,-4
T23-24,J14,Cádiz,Víctor Chust,Víctor Chust,1,5,-4
T25-26,J5,Girona FC,Iván Martín,Iván Martín,0,4,-4
T25-26,J5,Real Sociedad,Pablo Marín,Pablo Marín,0,4,-4
T25-26,J5,Real Sociedad,Takefusa Kubo,Takefusa Kubo,2,6,-4
T23-24,J14,Girona FC,Daley Blind,Daley Blind,3,7,-4
T23-24,J14,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,5,9,-4
T23-24,J14,Las Palmas,Kirian Rodríguez,Kirian Rodríguez,3,7,-4
T23-24,J14,Las Palmas,Saúl Coco,Saúl Coco,1,5,-4
T23-24,J14,Las Palmas,Álvaro Valles,Álvaro Valles,6,10,-4
T25-26,J5,Real Betis,Pablo Fornals,Pablo Fornals,8,12,-4
T25-26,J5,Real Betis,Junior Firpo,Junior Firpo,-1,3,-4
T25-26,J5,Real Betis,Pau López,Pau López,4,8,-4
T25-26,J4,Mallorca,Sergi Darder,Sergi Darder,6,10,-4
T25-26,J4,Mallorca,Mateu Morey,Mateu Morey,-2,2,-4
T23-24,J27,Real Sociedad,Jon Ander Olasagasti,Jon Ander Olasagasti,2,6,-4
T24-25,J22,Celta Vigo,Sergio Carreira,Sergio Carreira,4,8,-4
T24-25,J22,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,2,6,-4
T24-25,J22,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,5,9,-4
T24-25,J22,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,1,5,-4
T24-25,J22,Deportivo Alavés,Jesús Owono,Jesús Owono,3,7,-4
T25-26,J4,Espanyol,Tyrhys Dolan,Tyrhys Dolan,9,13,-4
T25-26,J4,Espanyol,Javi Puado,Javi Puado,1,5,-4
T23-24,J15,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,4,8,-4
T23-24,J15,Getafe,Damián Suárez,Damián Suárez,0,4,-4
T23-24,J14,Athletic Club,Aitor Paredes,Aitor Paredes,2,6,-4
T23-24,J14,Athletic Club,Unai Simón,Unai Simón,2,6,-4
T25-26,J4,Real Betis,Giovani Lo Celso,Giovani Lo Celso,2,6,-4
T25-26,J4,Real Betis,Sergi Altimira,Sergi Altimira,4,8,-4
T25-26,J4,Real Betis,Pablo Fornals,Pablo Fornals,8,12,-4
T23-24,J15,Valencia,Pepelu,Pepelu,2,6,-4
T23-24,J15,Valencia,Dimitri Foulquier,Dimitri Foulquier,1,5,-4
T23-24,J27,Almería,Luís Maximiano,Luís Maximiano,4,8,-4
T24-25,J22,Celta Vigo,Ilaix Moriba,Ilaix Moriba,0,4,-4
T24-25,J22,Celta Vigo,Franco Cervi,Franco Cervi,2,6,-4
T23-24,J27,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,4,8,-4
T23-24,J15,Valencia,Gabriel Paulista,Gabriel Paulista,2,6,-4
T23-24,J15,Girona FC,Pablo Torre,Pablo Torre,2,6,-4
T23-24,J15,Girona FC,Daley Blind,Daley Blind,1,5,-4
T25-26,J4,Levante UD,Unai Elgezabal,Unai Elgezabal,4,8,-4
T25-26,J4,Girona FC,Álex Moreno,Álex Moreno,2,6,-4
T25-26,J4,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,5,9,-4
T25-26,J4,Celta Vigo,Óscar Mingueza,Óscar Mingueza,1,5,-4
T25-26,J4,Celta Vigo,Ionuț Radu,Ionuț Radu,7,11,-4
T25-26,J4,Villarreal,Tajon Buchanan,Tajon Buchanan,0,4,-4
T24-25,J22,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,5,-4
T24-25,J22,Real Betis,Diego Llorente,Diego Llorente,2,6,-4
T24-25,J22,Real Sociedad,Jon Ander Olasagasti,Jon Ander Olasagasti,2,6,-4
T23-24,J15,Granada,Gerard Gumbau,Gerard Gumbau,0,4,-4
T23-24,J15,Granada,Wilson Manafá,Wilson Manafá,0,4,-4
T23-24,J15,Real Madrid,Jude Bellingham,Jude Bellingham,4,8,-4
T23-24,J15,Rayo Vallecano,Sergio Camello,Sergio Camello,1,5,-4
T23-24,J15,Rayo Vallecano,Pathé Ismaël Ciss,Pathé Ismaël Ciss,1,5,-4
T25-26,J4,Athletic Club,Unai Simón,Unai Simón,5,9,-4
T25-26,J4,Real Madrid,Arda Güler,Arda Güler,11,15,-4
T25-26,J4,Real Madrid,Dean Huijsen,Dean Huijsen,-2,2,-4
T25-26,J4,Real Madrid,Éder Militão,Éder Militão,4,8,-4
T25-26,J4,Real Madrid,Thibaut Courtois,Thibaut Courtois,2,6,-4
T25-26,J4,Real Sociedad,Gonçalo Guedes,Gonçalo Guedes,2,6,-4
T25-26,J4,Real Sociedad,Pablo Marín,Pablo Marín,1,5,-4
T25-26,J4,Real Sociedad,Aritz Elustondo,Aritz Elustondo,-2,2,-4
T25-26,J4,Real Oviedo,Luka Ilić,Luka Ilić,0,4,-4
T25-26,J4,Real Oviedo,Leander Dendoncker,Leander Dendoncker,1,5,-4
T23-24,J15,Real Sociedad,Álex Remiro,Álex Remiro,4,8,-4
T23-24,J15,Osasuna,Rubén García,Rubén García,0,4,-4
T23-24,J26,Sevilla,Ørjan Nyland,Ørjan Nyland,3,7,-4
