Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T24-25,J33,Real Valladolid,Joseph Aidoo,Joseph Aidoo,-1,7,-8
T24-25,J34,Getafe,Luis Milla,Luis Milla,3,11,-8
T23-24,J23,Mallorca,Predrag Rajković,Predrag Rajković,-1,7,-8
T24-25,J33,Getafe,Luis Milla,Luis Milla,4,12,-8
T23-24,J7,Almería,Luís Maximiano,Luís Maximiano,1,9,-8
T24-25,J30,Real Valladolid,André Ferreira,André Ferreira,0,8,-8
T25-26,J20,Real Madrid,Arda Güler,Arda Güler,7,15,-8
T24-25,J30,Real Valladolid,Antonio Candela,Antonio Candela,-3,5,-8
T23-24,J22,Barcelona,Iñaki Peña,Iñaki Peña,-1,7,-8
T24-25,J32,Celta Vigo,Vicente Guaita,Vicente Guaita,0,8,-8
T23-24,J22,Barcelona,Ronald Araújo,Ronald Araújo,-3,5,-8
T23-24,J32,Cádiz,Víctor Chust,Víctor Chust,-1,7,-8
T24-25,J31,Real Valladolid,André Ferreira,André Ferreira,1,9,-8
T23-24,J21,Real Betis,Rui Silva,Rui Silva,-2,6,-8
T23-24,J7,Almería,Alejandro Pozo,Alejandro Pozo,-3,5,-8
T23-24,J21,Real Betis,Abner Vinícius,Abner Vinícius,-2,6,-8
T25-26,J27,Valencia,José Luis Gayà,José Luis Gayà,1,9,-8
T24-25,J31,Real Betis,Isco,Isco,1,9,-8
T23-24,J4,Celta Vigo,Manuel Sánchez,Manuel Sánchez,5,13,-8
T23-24,J21,Sevilla,Marko Dmitrović,Marko Dmitrović,-2,6,-8
T25-26,J14,Osasuna,Flavien Boyomo,Flavien Boyomo,4,11,-7
T25-26,J14,Real Oviedo,Abdel Rahim,Abdel Rahim,0,7,-7
T25-26,J14,Villarreal,Rafa Marín,Rafa Marín,1,8,-7
T23-24,J4,Real Sociedad,Hamari Traoré,Hamari Traoré,3,10,-7
T23-24,J35,Athletic Club,Unai Simón,Unai Simón,1,8,-7
T23-24,J4,Granada,Víctor Díaz,Víctor Díaz,-2,5,-7
T23-24,J33,Valencia,Thierry Correia,Thierry Correia,-2,5,-7
T23-24,J33,Valencia,Jesús Vázquez,Jesús Vázquez,-2,5,-7
T23-24,J37,Real Madrid,Antonio Rüdiger,Antonio Rüdiger,-2,5,-7
T23-24,J37,Real Madrid,Éder Militão,Éder Militão,-1,6,-7
T23-24,J37,Real Madrid,Fran García,Fran García,-3,4,-7
T23-24,J33,Valencia,Cristhian Mosquera,Cristhian Mosquera,-2,5,-7
T23-24,J37,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,1,8,-7
T24-25,J10,Deportivo Alavés,Manuel Sánchez,Manuel Sánchez,-1,6,-7
T25-26,J14,Barcelona,Dani Olmo,Dani Olmo,13,20,-7
T23-24,J37,Villarreal,Eric Bailly,Eric Bailly,-1,6,-7
T23-24,J37,Villarreal,Yerson Mosquera,Yerson Mosquera,3,10,-7
T25-26,J19,Osasuna,Javi Galán,Javi Galán,2,9,-7
T23-24,J6,Real Madrid,David Alaba,David Alaba,2,9,-7
T25-26,J12,Celta Vigo,Carl Starfelt,Carl Starfelt,-1,6,-7
T23-24,J7,Sevilla,Erik Lamela,Erik Lamela,7,14,-7
T25-26,J23,Deportivo Alavés,Jonny Otto,Jonny Otto,-1,6,-7
T25-26,J23,Deportivo Alavés,Jon Pacheco,Jon Pacheco,-1,6,-7
T23-24,J37,Granada,Bruno Méndez,Bruno Méndez,5,12,-7
T23-24,J37,Granada,Gerard Gumbau,Gerard Gumbau,2,9,-7
T23-24,J35,Granada,Bruno Méndez,Bruno Méndez,-1,6,-7
T25-26,J23,Celta Vigo,Sergio Carreira,Sergio Carreira,0,7,-7
T23-24,J7,Almería,César Montes,César Montes,-3,4,-7
T25-26,J16,Real Oviedo,David Carmo,David Carmo,0,7,-7
T24-25,J6,Sevilla,Adrià Pedrosa,Adrià Pedrosa,-2,5,-7
T23-24,J9,Celta Vigo,Iván Villar,Iván Villar,2,9,-7
T23-24,J37,Mallorca,Sergi Darder,Sergi Darder,9,16,-7
T23-24,J37,Real Betis,Juan Miranda,Juan Miranda,0,7,-7
T23-24,J37,Mallorca,Antonio Raíllo,Antonio Raíllo,3,10,-7
T24-25,J10,Real Betis,Pablo Fornals,Pablo Fornals,3,10,-7
T23-24,J33,Las Palmas,Mika Mármol,Mika Mármol,-3,4,-7
T24-25,J14,Osasuna,Jesús Areso,Jesús Areso,0,7,-7
T25-26,J22,Barcelona,Lamine Yamal,Lamine Yamal,9,16,-7
T23-24,J33,Barcelona,İlkay Gündoğan,İlkay Gündoğan,8,15,-7
T24-25,J12,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,8,-7
T25-26,J22,Valencia,Eray Cömert,Eray Cömert,-1,6,-7
T23-24,J4,Osasuna,Jesús Areso,Jesús Areso,4,11,-7
T23-24,J32,Real Madrid,Lucas Vázquez,Lucas Vázquez,11,18,-7
T24-25,J14,Osasuna,Flavien Boyomo,Flavien Boyomo,1,8,-7
T25-26,J22,Sevilla,José Ángel Carmona,José Ángel Carmona,-4,3,-7
T25-26,J22,Sevilla,Kike Salas,Kike Salas,-2,5,-7
T23-24,J32,Barcelona,Jules Koundé,Jules Koundé,-1,6,-7
T23-24,J5,Deportivo Alavés,Antonio Sivera,Antonio Sivera,4,11,-7
T23-24,J9,Celta Vigo,Unai Núñez,Unai Núñez,2,9,-7
T24-25,J6,Espanyol,Álvaro Tejero,Álvaro Tejero,-1,6,-7
T24-25,J10,Espanyol,Sergi Gómez,Sergi Gómez,-1,6,-7
T24-25,J6,Real Valladolid,Abdulay Juma Bah,Abdulay Juma Bah,0,7,-7
T24-25,J10,Espanyol,Brian Oliván,Brian Oliván,-4,3,-7
T25-26,J27,Deportivo Alavés,Youssef Enriquez Lekhedim,Youssef Enriquez Lekhedim,0,7,-7
T23-24,J8,Las Palmas,Sergi Cardona,Sergi Cardona,1,8,-7
T25-26,J22,Espanyol,Fernando Calero,Fernando Calero,1,8,-7
T23-24,J35,Sevilla,Sergio Ramos,Sergio Ramos,4,11,-7
T25-26,J11,Valencia,José Copete,José Copete,-2,5,-7
T24-25,J14,Espanyol,Sergi Gómez,Sergi Gómez,-1,6,-7
T24-25,J1,Atlético Madrid,Robin Le Normand,Robin Le Normand,-1,6,-7
T24-25,J2,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,7,14,-7
T24-25,J14,Espanyol,Omar El Hilali,Omar El Hilali,-1,6,-7
T24-25,J6,Celta Vigo,Marcos Alonso,Marcos Alonso,-1,6,-7
T24-25,J14,Valencia,José Luis Gayà,José Luis Gayà,1,8,-7
T24-25,J10,Osasuna,Jesús Areso,Jesús Areso,-1,6,-7
T23-24,J10,Almería,Kaiky,Kaiky,-1,6,-7
T23-24,J37,Osasuna,Jesús Areso,Jesús Areso,6,13,-7
T23-24,J35,Deportivo Alavés,Jesús Owono,Jesús Owono,0,7,-7
T23-24,J7,Villarreal,Alejandro Baena,Alejandro Baena,2,9,-7
T24-25,J10,Celta Vigo,Óscar Mingueza,Óscar Mingueza,4,11,-7
T24-25,J12,Leganés,Sergio González,Sergio González,-4,3,-7
T23-24,J37,Atlético Madrid,Mario Hermoso,Mario Hermoso,0,7,-7
T23-24,J5,Real Betis,Héctor Bellerín,Héctor Bellerín,-2,5,-7
T24-25,J13,Real Valladolid,Abdulay Juma Bah,Abdulay Juma Bah,0,7,-7
T23-24,J31,Real Sociedad,Javi Galán,Javi Galán,2,9,-7
T23-24,J31,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,0,7,-7
T23-24,J5,Real Betis,Chadi Riad,Chadi Riad,-1,6,-7
T23-24,J11,Osasuna,Sergio Herrera,Sergio Herrera,-2,5,-7
T23-24,J11,Rayo Vallecano,Florian Lejeune,Florian Lejeune,3,10,-7
T23-24,J11,Rayo Vallecano,Iván Balliu,Iván Balliu,0,7,-7
T23-24,J35,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,0,7,-7
T24-25,J15,Getafe,Juan Iglesias,Juan Iglesias,-1,6,-7
T23-24,J11,Real Sociedad,Aihen Muñoz,Aihen Muñoz,-1,6,-7
T23-24,J5,Getafe,David Soria,David Soria,-3,4,-7
T24-25,J16,Real Valladolid,Luis Pérez,Luis Pérez,0,7,-7
T25-26,J10,Real Betis,Héctor Bellerín,Héctor Bellerín,4,11,-7
T25-26,J10,Real Betis,Sofyan Amrabat,Sofyan Amrabat,0,7,-7
T23-24,J32,Almería,Marc Pubill,Marc Pubill,0,7,-7
T25-26,J10,Osasuna,Alejandro Catena,Alejandro Catena,-2,5,-7
T23-24,J32,Almería,César Montes,César Montes,0,7,-7
T23-24,J35,Girona FC,Arnau Martínez,Arnau Martínez,-2,5,-7
T25-26,J27,Mallorca,Leo Román,Leo Román,0,7,-7
T23-24,J12,Osasuna,David García,David García,0,7,-7
T25-26,J27,Mallorca,Martin Valjent,Martin Valjent,1,8,-7
T23-24,J5,Getafe,Diego Rico,Diego Rico,4,11,-7
T24-25,J16,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,1,8,-7
T23-24,J30,Villarreal,Yerson Mosquera,Yerson Mosquera,0,7,-7
T23-24,J32,Cádiz,Lucas Pires,Lucas Pires,1,8,-7
T23-24,J30,Almería,Marc Pubill,Marc Pubill,-1,6,-7
T24-25,J16,Osasuna,Jon Moncayola,Jon Moncayola,0,7,-7
T23-24,J30,Celta Vigo,Hugo Álvarez,Hugo Álvarez,0,7,-7
T23-24,J29,Atlético Madrid,Nahuel Molina,Nahuel Molina,-2,5,-7
T25-26,J9,Real Betis,Junior Firpo,Junior Firpo,0,7,-7
T23-24,J10,Almería,César Montes,César Montes,-1,6,-7
T25-26,J21,Celta Vigo,Marcos Alonso,Marcos Alonso,-1,6,-7
T24-25,J16,Sevilla,Kike Salas,Kike Salas,7,14,-7
T24-25,J16,Sevilla,Loïc Badé,Loïc Badé,-2,5,-7
T24-25,J2,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,8,-7
T24-25,J17,Girona FC,Arnau Martínez,Arnau Martínez,1,8,-7
T25-26,J18,Real Betis,Marc Bartra,Marc Bartra,0,7,-7
T23-24,J13,Athletic Club,Unai Simón,Unai Simón,6,13,-7
T23-24,J13,Athletic Club,Óscar de Marcos,Óscar de Marcos,0,7,-7
T23-24,J13,Athletic Club,Daniel Vivian,Daniel Vivian,2,9,-7
T23-24,J29,Celta Vigo,Hugo Álvarez,Hugo Álvarez,0,7,-7
T24-25,J2,Athletic Club,Alex Padilla,Alex Padilla,1,8,-7
T25-26,J18,Real Betis,Ricardo Rodríguez,Ricardo Rodríguez,-2,5,-7
T24-25,J6,Real Betis,Héctor Bellerín,Héctor Bellerín,-2,5,-7
T23-24,J13,Celta Vigo,Unai Núñez,Unai Núñez,1,8,-7
T24-25,J14,Real Betis,Romain Perraud,Romain Perraud,-2,5,-7
T23-24,J37,Atlético Madrid,Stefan Savić,Stefan Savić,-2,5,-7
T23-24,J13,Rayo Vallecano,Andrei Rațiu,Andrei Rațiu,0,7,-7
T25-26,J21,Real Betis,Marc Bartra,Marc Bartra,5,12,-7
T25-26,J14,Villarreal,Luiz Júnior,Luiz Júnior,1,8,-7
T25-26,J8,Espanyol,Omar El Hilali,Omar El Hilali,0,7,-7
T23-24,J13,Almería,Luís Maximiano,Luís Maximiano,-1,6,-7
T24-25,J18,Real Madrid,Federico Valverde,Federico Valverde,5,12,-7
T24-25,J18,Osasuna,Jesús Areso,Jesús Areso,1,8,-7
T24-25,J18,Leganés,Sergio González,Sergio González,-2,5,-7
T23-24,J29,Girona FC,Daley Blind,Daley Blind,3,10,-7
T25-26,J8,Elche,Alvaro Núñez,Alvaro Núñez,-2,5,-7
T23-24,J34,Almería,Marcos Peña,Marcos Peña,0,7,-7
T23-24,J33,Sevilla,Marcos Acuña,Marcos Acuña,5,12,-7
T24-25,J7,Leganés,Valentin Rosier,Valentin Rosier,-2,5,-7
T25-26,J8,Barcelona,Pau Cubarsí,Pau Cubarsí,1,8,-7
T25-26,J8,Mallorca,Leo Román,Leo Román,2,9,-7
T25-26,J12,Espanyol,Jose Salinas,Jose Salinas,1,8,-7
T24-25,J6,Villarreal,Logan Costa,Logan Costa,-1,6,-7
T24-25,J3,Villarreal,Kiko Femenía,Kiko Femenía,1,8,-7
T24-25,J3,Villarreal,Sergi Cardona,Sergi Cardona,10,17,-7
T24-25,J18,Sevilla,Loïc Badé,Loïc Badé,-2,5,-7
T24-25,J3,Villarreal,Thierno Barry,Thierno Barry,0,7,-7
T24-25,J12,Sevilla,Álvaro Fernández,Álvaro Fernández,-1,6,-7
T23-24,J37,Getafe,Nemanja Maksimović,Nemanja Maksimović,1,8,-7
T24-25,J12,Sevilla,Jesús Navas,Jesús Navas,-2,5,-7
T25-26,J18,Elche,Pedro Bigas,Pedro Bigas,-1,6,-7
T23-24,J13,Valencia,Cristhian Mosquera,Cristhian Mosquera,-2,5,-7
T24-25,J19,Real Madrid,Lucas Vázquez,Lucas Vázquez,-2,5,-7
T24-25,J18,Villarreal,Sergi Cardona,Sergi Cardona,2,9,-7
T23-24,J36,Las Palmas,Sergi Cardona,Sergi Cardona,1,8,-7
T25-26,J16,Real Sociedad,Jon Aramburu,Jon Aramburu,-2,5,-7
T24-25,J1,Las Palmas,Mika Mármol,Mika Mármol,-1,6,-7
T23-24,J29,Osasuna,Alejandro Catena,Alejandro Catena,-2,5,-7
T23-24,J29,Osasuna,Jesús Areso,Jesús Areso,1,8,-7
T25-26,J7,Osasuna,Flavien Boyomo,Flavien Boyomo,1,8,-7
T24-25,J1,Las Palmas,Javier Muñoz,Javier Muñoz,3,10,-7
T25-26,J13,Mallorca,Lucas Bergström,Lucas Bergström,1,8,-7
T24-25,J19,Mallorca,Martin Valjent,Martin Valjent,-1,6,-7
T23-24,J28,Sevilla,Lucas Ocampos,Lucas Ocampos,3,10,-7
T25-26,J7,Elche,Josan,Josan,7,14,-7
T24-25,J3,Celta Vigo,Alfon González,Alfon González,0,7,-7
T24-25,J3,Celta Vigo,Damián Rodríguez,Damián Rodríguez,0,7,-7
T25-26,J7,Real Madrid,Dean Huijsen,Dean Huijsen,-1,6,-7
T24-25,J19,Las Palmas,Alex Suárez,Alex Suárez,-1,6,-7
T25-26,J26,Villarreal,Pau Navarro,Pau Navarro,-1,6,-7
T24-25,J6,Mallorca,Robert Navarro,Robert Navarro,0,7,-7
T23-24,J28,Celta Vigo,Unai Núñez,Unai Núñez,-2,5,-7
T23-24,J28,Villarreal,Filip Jørgensen,Filip Jørgensen,-1,6,-7
T23-24,J28,Osasuna,Jesús Areso,Jesús Areso,-2,5,-7
T23-24,J28,Las Palmas,Álvaro Valles,Álvaro Valles,-1,6,-7
T23-24,J28,Las Palmas,Sergi Cardona,Sergi Cardona,-1,6,-7
T24-25,J19,Sevilla,Nemanja Gudelj,Nemanja Gudelj,4,11,-7
T25-26,J18,Espanyol,Marko Dmitrović,Marko Dmitrović,1,8,-7
T23-24,J28,Real Sociedad,Hamari Traoré,Hamari Traoré,-1,6,-7
T24-25,J2,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,1,8,-7
T25-26,J6,Valencia,César Tárrega,César Tárrega,2,9,-7
T24-25,J1,Sevilla,Juanlu Sánchez,Juanlu Sánchez,6,13,-7
T23-24,J14,Almería,Edgar González,Edgar González,0,7,-7
T24-25,J20,Las Palmas,Scott McKenna,Scott McKenna,-1,6,-7
T24-25,J10,Sevilla,Marcão,Marcão,0,7,-7
T24-25,J10,Sevilla,José Ángel Carmona,José Ángel Carmona,-1,6,-7
T25-26,J6,Levante UD,Jeremy Toljan,Jeremy Toljan,-2,5,-7
T25-26,J21,Real Oviedo,Javi López,Javi López,0,7,-7
T24-25,J20,Mallorca,Martin Valjent,Martin Valjent,-1,6,-7
T24-25,J21,Las Palmas,Dário Essugo,Dário Essugo,0,7,-7
T25-26,J21,Athletic Club,Yuri Berchiche,Yuri Berchiche,-2,5,-7
T25-26,J13,Athletic Club,Daniel Vivian,Daniel Vivian,-3,4,-7
T24-25,J20,Las Palmas,Alex Suárez,Alex Suárez,-1,6,-7
T25-26,J15,Real Madrid,Álvaro Carreras,Álvaro Carreras,-1,6,-7
T25-26,J26,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,7,-7
T25-26,J5,Girona FC,Álex Moreno,Álex Moreno,-2,5,-7
T23-24,J9,Osasuna,Rubén Peña,Rubén Peña,-3,4,-7
T23-24,J9,Osasuna,David García,David García,-1,6,-7
T25-26,J17,Athletic Club,Andoni Gorosabel,Andoni Gorosabel,-2,5,-7
T23-24,J9,Osasuna,Alejandro Catena,Alejandro Catena,0,7,-7
T24-25,J3,Celta Vigo,Carl Starfelt,Carl Starfelt,6,13,-7
T24-25,J3,Osasuna,Jorge Herrando,Jorge Herrando,-3,4,-7
T24-25,J1,Getafe,Christantus Uche,Christantus Uche,0,7,-7
T25-26,J4,Mallorca,Johan Mojica,Johan Mojica,0,7,-7
T25-26,J5,Real Betis,Natan,Natan,2,9,-7
T25-26,J24,Real Sociedad,Jon Martin,Jon Martin,0,7,-7
T25-26,J21,Valencia,Jesús Vázquez,Jesús Vázquez,0,7,-7
T23-24,J2,Real Madrid,Daniel Carvajal,Daniel Carvajal,1,8,-7
T25-26,J5,Real Sociedad,Brais Méndez,Brais Méndez,7,14,-7
T23-24,J15,Getafe,Gastón Álvarez,Gastón Álvarez,1,8,-7
T25-26,J25,Deportivo Alavés,Victor Parada,Victor Parada,7,14,-7
T25-26,J25,Deportivo Alavés,Youssef Enriquez Lekhedim,Youssef Enriquez Lekhedim,6,13,-7
T23-24,J5,Granada,Ignasi Miquel,Ignasi Miquel,4,11,-7
T24-25,J3,Real Sociedad,Álex Remiro,Álex Remiro,0,7,-7
T23-24,J5,Granada,Carlos Neva,Carlos Neva,0,7,-7
T23-24,J27,Real Madrid,Ferland Mendy,Ferland Mendy,2,9,-7
T25-26,J4,Levante UD,Mathew Ryan,Mathew Ryan,4,11,-7
T23-24,J15,Valencia,Yarek Gasiorowski,Yarek Gasiorowski,0,7,-7
T25-26,J18,Valencia,Mouctar Diakhaby,Mouctar Diakhaby,0,7,-7
T23-24,J15,Rayo Vallecano,Florian Lejeune,Florian Lejeune,-2,5,-7
T24-25,J21,Real Sociedad,Takefusa Kubo,Takefusa Kubo,6,13,-7
T24-25,J10,Valencia,Pepelu,Pepelu,4,11,-7
T24-25,J10,Real Madrid,Lucas Vázquez,Lucas Vázquez,0,7,-7
T25-26,J12,Celta Vigo,Manu Fernández,Manu Fernández,-1,6,-7
T25-26,J4,Real Betis,Junior Firpo,Junior Firpo,2,9,-7
T25-26,J4,Real Betis,Natan,Natan,0,7,-7
T23-24,J15,Rayo Vallecano,Alfonso Espino,Alfonso Espino,-5,2,-7
T23-24,J15,Rayo Vallecano,Iván Balliu,Iván Balliu,-2,5,-7
T25-26,J15,Real Madrid,Aurélien Tchouaméni,Aurélien Tchouaméni,4,11,-7
T24-25,J22,Real Valladolid,Luis Pérez,Luis Pérez,-1,6,-7
T23-24,J5,Granada,Gerard Gumbau,Gerard Gumbau,1,8,-7
T25-26,J11,Valencia,César Tárrega,César Tárrega,1,8,-7
T23-24,J27,Real Sociedad,Kieran Tierney,Kieran Tierney,-2,5,-7
T25-26,J4,Real Sociedad,Igor Zubeldia,Igor Zubeldia,-1,6,-7
T23-24,J2,Getafe,Domingos Duarte,Domingos Duarte,0,7,-7
T24-25,J14,Real Betis,Natan,Natan,-1,6,-7
T23-24,J15,Sevilla,Kike Salas,Kike Salas,0,7,-7
T24-25,J22,Real Betis,Romain Perraud,Romain Perraud,5,12,-7
T24-25,J22,Athletic Club,Andoni Gorosabel,Andoni Gorosabel,-2,5,-7
T24-25,J3,Osasuna,Nacho Vidal,Nacho Vidal,-2,5,-7
T24-25,J3,Osasuna,Alejandro Catena,Alejandro Catena,-1,6,-7
T25-26,J3,Levante UD,Jeremy Toljan,Jeremy Toljan,1,8,-7
T25-26,J3,Levante UD,Adrián de la Fuente,Adrián de la Fuente,0,7,-7
T23-24,J34,Osasuna,Rubén Peña,Rubén Peña,-1,6,-7
T23-24,J5,Girona FC,Daley Blind,Daley Blind,0,7,-7
T25-26,J18,Valencia,José Copete,José Copete,-1,6,-7
T23-24,J7,Osasuna,Aitor Fernández,Aitor Fernández,0,7,-7
T25-26,J2,Girona FC,Hugo Rincón,Hugo Rincón,-2,5,-7
T23-24,J2,Almería,Marc Pubill,Marc Pubill,-1,6,-7
T25-26,J2,Real Oviedo,Dani Calvo,Dani Calvo,0,7,-7
T23-24,J7,Osasuna,Jesús Areso,Jesús Areso,0,7,-7
T25-26,J2,Real Sociedad,Jon Martin,Jon Martin,-1,6,-7
T23-24,J16,Villarreal,Alfonso Pedraza,Alfonso Pedraza,-1,6,-7
T24-25,J23,Celta Vigo,Hugo Álvarez,Hugo Álvarez,4,11,-7
T25-26,J2,Barcelona,Eric García,Eric García,1,8,-7
T24-25,J8,Real Valladolid,Lucas Rosa,Lucas Rosa,-1,6,-7
T23-24,J21,Sevilla,Jesús Navas,Jesús Navas,-2,5,-7
T24-25,J23,Las Palmas,Mika Mármol,Mika Mármol,-2,5,-7
T23-24,J2,Cádiz,Iza Carcelén,Iza Carcelén,1,8,-7
T24-25,J8,Real Valladolid,Abdulay Juma Bah,Abdulay Juma Bah,0,7,-7
T25-26,J1,Atlético Madrid,Marcos Llorente,Marcos Llorente,0,7,-7
T24-25,J15,Barcelona,Gerard Martín,Gerard Martín,-1,6,-7
T23-24,J26,Getafe,Gastón Álvarez,Gastón Álvarez,-2,5,-7
T24-25,J4,Las Palmas,Mika Mármol,Mika Mármol,1,8,-7
T25-26,J15,Levante UD,Jorge Cabello,Jorge Cabello,-1,6,-7
T23-24,J38,Valencia,Dimitri Foulquier,Dimitri Foulquier,0,7,-7
T25-26,J1,Athletic Club,Jesús Areso,Jesús Areso,-1,6,-7
T25-26,J20,Sevilla,Djibril Sow,Djibril Sow,1,8,-7
T24-25,J24,Deportivo Alavés,Antonio Sivera,Antonio Sivera,-2,5,-7
T24-25,J24,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,-1,6,-7
T23-24,J32,Las Palmas,Alex Suárez,Alex Suárez,-1,6,-7
T24-25,J23,Sevilla,Kike Salas,Kike Salas,-1,6,-7
T25-26,J25,Espanyol,Omar El Hilali,Omar El Hilali,-4,3,-7
T25-26,J25,Espanyol,Carlos Romero,Carlos Romero,-1,6,-7
T25-26,J15,Barcelona,Jules Koundé,Jules Koundé,2,9,-7
T23-24,J6,Girona FC,Daley Blind,Daley Blind,2,9,-7
T23-24,J16,Barcelona,Pedri,Pedri,3,10,-7
T23-24,J32,Real Madrid,Andriy Lunin,Andriy Lunin,4,11,-7
T23-24,J38,Getafe,Alberto Risco,Alberto Risco,0,7,-7
T23-24,J26,Getafe,Diego Rico,Diego Rico,-4,3,-7
T23-24,J25,Athletic Club,Álex Berenguer,Álex Berenguer,10,17,-7
T23-24,J25,Girona FC,Eric García,Eric García,4,11,-7
T25-26,J25,Real Madrid,Álvaro Carreras,Álvaro Carreras,1,8,-7
T24-25,J38,Athletic Club,Yuri Berchiche,Yuri Berchiche,-1,6,-7
T23-24,J34,Celta Vigo,Fran Beltrán,Fran Beltrán,1,8,-7
T24-25,J24,Real Valladolid,Antonio Candela,Antonio Candela,-3,4,-7
T24-25,J24,Real Valladolid,Luis Pérez,Luis Pérez,-1,6,-7
T24-25,J24,Real Valladolid,David Torres,David Torres,-1,6,-7
T23-24,J36,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,-2,5,-7
T23-24,J25,Mallorca,Predrag Rajković,Predrag Rajković,0,7,-7
T23-24,J2,Granada,Carlos Neva,Carlos Neva,-1,6,-7
T24-25,J38,Girona FC,Ladislav Krejčí,Ladislav Krejčí,-1,6,-7
T24-25,J38,Girona FC,Arnau Martínez,Arnau Martínez,0,7,-7
T23-24,J34,Celta Vigo,Iago Aspas,Iago Aspas,13,20,-7
T23-24,J32,Las Palmas,Juanma Herzog,Juanma Herzog,6,13,-7
T24-25,J38,Sevilla,Kike Salas,Kike Salas,-1,6,-7
T24-25,J5,Mallorca,Toni Lato,Toni Lato,0,7,-7
T25-26,J17,Getafe,Djené,Djené,0,7,-7
T23-24,J6,Mallorca,Martin Valjent,Martin Valjent,0,7,-7
T24-25,J24,Las Palmas,Viti Rozada,Viti Rozada,3,10,-7
T25-26,J17,Getafe,Juan Iglesias,Juan Iglesias,-3,4,-7
T25-26,J13,Elche,Iñaki Peña,Iñaki Peña,2,9,-7
T23-24,J17,Villarreal,Adrià Altimira,Adrià Altimira,-3,4,-7
T23-24,J10,Granada,André Ferreira,André Ferreira,0,7,-7
T24-25,J37,Girona FC,Arnau Martínez,Arnau Martínez,0,7,-7
T23-24,J17,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,7,-7
T23-24,J6,Barcelona,Jules Koundé,Jules Koundé,0,7,-7
T24-25,J8,Barcelona,Eric García,Eric García,-2,5,-7
T24-25,J8,Las Palmas,Dinko Horkaš,Dinko Horkaš,5,12,-7
T24-25,J25,Real Valladolid,David Torres,David Torres,-2,5,-7
T23-24,J25,Las Palmas,Sergi Cardona,Sergi Cardona,-1,6,-7
T23-24,J25,Las Palmas,Saúl Coco,Saúl Coco,-1,6,-7
T23-24,J10,Granada,Ignasi Miquel,Ignasi Miquel,1,8,-7
T23-24,J8,Rayo Vallecano,Iván Balliu,Iván Balliu,1,8,-7
T23-24,J6,Celta Vigo,Óscar Mingueza,Óscar Mingueza,2,9,-7
T24-25,J37,Celta Vigo,Mihailo Ristić,Mihailo Ristić,2,9,-7
T23-24,J18,Getafe,Damián Suárez,Damián Suárez,0,7,-7
T23-24,J18,Granada,Ricard Sánchez,Ricard Sánchez,-2,5,-7
T23-24,J18,Sevilla,Kike Salas,Kike Salas,0,7,-7
T23-24,J24,Granada,Augusto Batalla,Augusto Batalla,1,8,-7
T23-24,J24,Granada,Ricard Sánchez,Ricard Sánchez,5,12,-7
T23-24,J18,Barcelona,Alejandro Balde,Alejandro Balde,1,8,-7
T25-26,J25,Real Madrid,Thibaut Courtois,Thibaut Courtois,-3,4,-7
T23-24,J10,Girona FC,David López,David López,0,7,-7
T23-24,J18,Almería,Luís Maximiano,Luís Maximiano,3,10,-7
T24-25,J26,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,1,8,-7
T23-24,J6,Almería,Sergio Akieme,Sergio Akieme,2,9,-7
T24-25,J26,Real Sociedad,Jon Martin,Jon Martin,0,7,-7
T23-24,J34,Barcelona,İlkay Gündoğan,İlkay Gündoğan,2,9,-7
T24-25,J37,Barcelona,Eric García,Eric García,3,10,-7
T25-26,J24,Barcelona,Jules Koundé,Jules Koundé,1,8,-7
T24-25,J36,Getafe,Diego Rico,Diego Rico,1,8,-7
T25-26,J25,Elche,Matías Dituro,Matías Dituro,2,9,-7
T24-25,J37,Real Betis,Romain Perraud,Romain Perraud,-2,5,-7
T24-25,J37,Real Betis,Natan,Natan,-1,6,-7
T23-24,J3,Mallorca,Predrag Rajković,Predrag Rajković,-1,6,-7
T23-24,J3,Mallorca,Pablo Maffeo,Pablo Maffeo,-1,6,-7
T24-25,J26,Real Sociedad,Igor Zubeldia,Igor Zubeldia,-2,5,-7
T24-25,J26,Real Sociedad,Javi López,Javi López,-2,5,-7
T24-25,J26,Real Sociedad,Jon Aramburu,Jon Aramburu,-2,5,-7
T24-25,J27,Real Valladolid,Javi Sánchez,Javi Sánchez,1,8,-7
T24-25,J27,Real Valladolid,Luis Pérez,Luis Pérez,1,8,-7
