Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T24-25,J29,Real Madrid,Fran García,Fran García,0,13,-13
T24-25,J29,Real Madrid,Kylian Mbappé,Kylian Mbappé,0,13,-13
T24-25,J14,Mallorca,Johan Mojica,Johan Mojica,0,13,-13
T24-25,J14,Barcelona,Iñaki Peña,Iñaki Peña,0,13,-13
T23-24,J8,Granada,Bryan Zaragoza,Bryan Zaragoza,0,13,-13
T23-24,J6,Barcelona,João Cancelo,João Cancelo,0,13,-13
T24-25,J22,Athletic Club,Aitor Paredes,Aitor Paredes,0,13,-13
T23-24,J32,Las Palmas,Juanma Herzog,Juanma Herzog,0,13,-13
T23-24,J19,Real Betis,Aitor Ruibal,Aitor Ruibal,0,13,-13
T23-24,J6,Getafe,Diego Rico,Diego Rico,0,13,-13
T25-26,J2,Barcelona,Raphinha,Raphinha,0,12,-12
T24-25,J8,Villarreal,Thierno Barry,Thierno Barry,1,13,-12
T24-25,J10,Atlético Madrid,Antoine Griezmann,Antoine Griezmann,0,12,-12
T24-25,J3,Barcelona,Pedri,Pedri,0,12,-12
T23-24,J2,Almería,Sergio Arribas,Sergio Arribas,0,12,-12
T24-25,J3,Celta Vigo,Óscar Mingueza,Óscar Mingueza,0,12,-12
T24-25,J3,Celta Vigo,Carl Starfelt,Carl Starfelt,1,13,-12
T24-25,J5,Las Palmas,Sandro Ramírez,Sandro Ramírez,0,12,-12
T23-24,J1,Atlético Madrid,Yannick Carrasco,Yannick Carrasco,0,12,-12
T25-26,J25,Athletic Club,Yuri Berchiche,Yuri Berchiche,0,12,-12
T23-24,J3,Real Betis,Isco,Isco,0,12,-12
T24-25,J11,Villarreal,Alejandro Baena,Alejandro Baena,0,12,-12
T24-25,J11,Real Valladolid,Karl Hein,Karl Hein,0,12,-12
T24-25,J23,Atlético Madrid,Jan Oblak,Jan Oblak,0,12,-12
T25-26,J1,Real Oviedo,Aarón Escandell,Aarón Escandell,0,12,-12
T24-25,J7,Villarreal,Alejandro Baena,Alejandro Baena,1,13,-12
T25-26,J9,Girona FC,Axel Witsel,Axel Witsel,0,12,-12
T23-24,J14,Osasuna,Alejandro Catena,Alejandro Catena,1,13,-12
T24-25,J22,Las Palmas,Jasper Cillessen,Jasper Cillessen,0,12,-12
T24-25,J22,Real Betis,Romain Perraud,Romain Perraud,0,12,-12
T23-24,J23,Deportivo Alavés,Álex Sola,Álex Sola,0,12,-12
T23-24,J25,Almería,Marc Pubill,Marc Pubill,0,12,-12
T23-24,J8,Cádiz,Lucas Pires,Lucas Pires,0,12,-12
T25-26,J19,Barcelona,Dani Olmo,Dani Olmo,0,12,-12
T23-24,J13,Celta Vigo,Jonathan Bamba,Jonathan Bamba,0,12,-12
T23-24,J37,Valencia,Pepelu,Pepelu,0,12,-12
T25-26,J24,Barcelona,Joan García,Joan García,1,13,-12
T23-24,J27,Las Palmas,Sergi Cardona,Sergi Cardona,1,13,-12
T24-25,J29,Atlético Madrid,César Azpilicueta,César Azpilicueta,0,12,-12
T24-25,J10,Las Palmas,Álex Muñoz,Álex Muñoz,0,12,-12
T24-25,J10,Villarreal,Santi Comesaña,Santi Comesaña,0,12,-12
T24-25,J2,Las Palmas,Sandro Ramírez,Sandro Ramírez,0,12,-12
T24-25,J12,Leganés,Darko Brašanac,Darko Brašanac,0,12,-12
T24-25,J24,Atlético Madrid,José María Giménez,José María Giménez,0,12,-12
T25-26,J15,Barcelona,Pedri,Pedri,0,12,-12
T24-25,J38,Sevilla,Lucien Agoumé,Lucien Agoumé,0,12,-12
T24-25,J38,Girona FC,Vladyslav Krapyvtsov,Vladyslav Krapyvtsov,0,12,-12
T23-24,J5,Girona FC,Viktor Tsygankov,Viktor Tsygankov,0,12,-12
T23-24,J37,Granada,Bruno Méndez,Bruno Méndez,0,12,-12
T23-24,J37,Almería,Bruno Langa,Bruno Langa,0,12,-12
T25-26,J24,Mallorca,Sergi Darder,Sergi Darder,0,12,-12
T24-25,J15,Girona FC,Ladislav Krejčí,Ladislav Krejčí,0,12,-12
T25-26,J6,Espanyol,Edu Expósito,Edu Expósito,4,16,-12
T24-25,J34,Leganés,Javier Hernández,Javier Hernández,0,12,-12
T23-24,J23,Osasuna,Moi Gómez,Moi Gómez,0,12,-12
T25-26,J18,Getafe,Luis Milla,Luis Milla,0,12,-12
T24-25,J4,Espanyol,Carlos Romero,Carlos Romero,3,15,-12
T25-26,J8,Real Betis,Pau López,Pau López,1,13,-12
T23-24,J38,Almería,Luis Javier Suárez,Luis Javier Suárez,2,14,-12
T23-24,J4,Celta Vigo,Iago Aspas,Iago Aspas,1,13,-12
T25-26,J13,Osasuna,Aimar Oroz,Aimar Oroz,0,12,-12
T25-26,J20,Real Madrid,Arda Güler,Arda Güler,3,15,-12
T23-24,J10,Almería,Léo Baptistão,Léo Baptistão,0,12,-12
T25-26,J24,Athletic Club,Yuri Berchiche,Yuri Berchiche,0,12,-12
T25-26,J24,Real Sociedad,Carlos Soler,Carlos Soler,0,12,-12
T23-24,J37,Osasuna,Jesús Areso,Jesús Areso,1,13,-12
T25-26,J14,Mallorca,Jan Virgili,Jan Virgili,0,12,-12
T25-26,J2,Sevilla,Dodi Lukebakio,Dodi Lukebakio,0,12,-12
T24-25,J38,Celta Vigo,Iago Aspas,Iago Aspas,1,13,-12
T24-25,J24,Real Sociedad,Álex Remiro,Álex Remiro,0,12,-12
T24-25,J26,Mallorca,Antonio Raíllo,Antonio Raíllo,0,12,-12
T24-25,J26,Celta Vigo,Marcos Alonso,Marcos Alonso,0,12,-12
T23-24,J5,Real Madrid,Fran García,Fran García,1,13,-12
T23-24,J34,Barcelona,Andreas Christensen,Andreas Christensen,0,12,-12
T25-26,J25,Atlético Madrid,Alejandro Baena,Alejandro Baena,1,13,-12
T24-25,J35,Real Madrid,Vinicius Júnior,Vinicius Júnior,0,12,-12
T23-24,J23,Almería,Sergio Arribas,Sergio Arribas,0,12,-12
T25-26,J25,Real Sociedad,Sergio Gómez,Sergio Gómez,0,12,-12
T24-25,J37,Real Betis,Adrián,Adrián,0,12,-12
T24-25,J37,Atlético Madrid,Robin Le Normand,Robin Le Normand,2,14,-12
T23-24,J26,Atlético Madrid,Rodrigo de Paul,Rodrigo de Paul,1,13,-12
T25-26,J20,Osasuna,Javi Galán,Javi Galán,0,12,-12
T23-24,J28,Almería,Jonathan Viera,Jonathan Viera,0,12,-12
T24-25,J28,Barcelona,Iñigo Martínez,Iñigo Martínez,0,12,-12
T25-26,J20,Mallorca,Sergi Darder,Sergi Darder,0,12,-12
T23-24,J36,Athletic Club,Álex Berenguer,Álex Berenguer,0,12,-12
T23-24,J5,Getafe,Damián Suárez,Damián Suárez,0,12,-12
T23-24,J18,Villarreal,Aïssa Mandi,Aïssa Mandi,0,12,-12
T23-24,J11,Granada,Ricard Sánchez,Ricard Sánchez,0,12,-12
T25-26,J4,Real Sociedad,Mikel Oyarzabal,Mikel Oyarzabal,0,12,-12
T23-24,J18,Getafe,Borja Mayoral,Borja Mayoral,0,12,-12
T24-25,J33,Getafe,Luis Milla,Luis Milla,0,12,-12
T23-24,J24,Granada,Ignasi Miquel,Ignasi Miquel,0,12,-12
T23-24,J24,Barcelona,Lamine Yamal,Lamine Yamal,0,12,-12
T25-26,J18,Real Madrid,Federico Valverde,Federico Valverde,2,14,-12
T23-24,J3,Sevilla,Ivan Rakitić,Ivan Rakitić,0,12,-12
T24-25,J1,Real Betis,Nabil Fekir,Nabil Fekir,1,13,-12
T25-26,J7,Elche,Josan,Josan,2,14,-12
T24-25,J30,Barcelona,Pablo Gavi,Pablo Gavi,1,13,-12
T24-25,J17,Villarreal,Alejandro Baena,Alejandro Baena,0,12,-12
T25-26,J4,Real Betis,Pablo Fornals,Pablo Fornals,0,12,-12
T23-24,J12,Osasuna,Johan Mojica,Johan Mojica,0,12,-12
T25-26,J5,Real Betis,Pablo Fornals,Pablo Fornals,0,12,-12
T24-25,J17,Real Madrid,Arda Güler,Arda Güler,0,12,-12
T23-24,J3,Mallorca,Toni Lato,Toni Lato,0,12,-12
T25-26,J25,Real Oviedo,Eric Bailly,Eric Bailly,0,12,-12
T25-26,J25,Real Sociedad,Duje Ćaleta-Car,Duje Ćaleta-Car,0,12,-12
T23-24,J28,Real Betis,Pablo Fornals,Pablo Fornals,0,12,-12
T24-25,J18,Valencia,Luis Rioja,Luis Rioja,0,12,-12
T25-26,J23,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,0,12,-12
T23-24,J35,Osasuna,Rubén García,Rubén García,0,12,-12
T23-24,J7,Las Palmas,Álvaro Valles,Álvaro Valles,0,12,-12
T24-25,J27,Mallorca,Antonio Raíllo,Antonio Raíllo,3,15,-12
T23-24,J21,Real Madrid,Daniel Carvajal,Daniel Carvajal,0,12,-12
T23-24,J4,Barcelona,İlkay Gündoğan,İlkay Gündoğan,1,13,-12
T25-26,J9,Sevilla,Ruben Vargas,Ruben Vargas,0,12,-12
T23-24,J2,Almería,Lucas Robertone,Lucas Robertone,0,12,-12
T24-25,J27,Leganés,Valentin Rosier,Valentin Rosier,0,12,-12
T23-24,J7,Athletic Club,Yuri Berchiche,Yuri Berchiche,0,12,-12
T23-24,J7,Athletic Club,Iñaki Williams,Iñaki Williams,0,12,-12
T25-26,J20,Elche,Germán Valera,Germán Valera,0,12,-12
T23-24,J1,Real Betis,Youssouf Sabaly,Youssouf Sabaly,0,12,-12
T25-26,J27,Mallorca,Vedat Muriqi,Vedat Muriqi,0,12,-12
T24-25,J5,Celta Vigo,Hugo Álvarez,Hugo Álvarez,0,12,-12
T24-25,J23,Osasuna,Flavien Boyomo,Flavien Boyomo,0,12,-12
T24-25,J23,Barcelona,Pedri,Pedri,0,12,-12
T23-24,J20,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,0,12,-12
T23-24,J11,Rayo Vallecano,Abdul Mumin,Abdul Mumin,0,12,-12
T23-24,J32,Las Palmas,Álvaro Valles,Álvaro Valles,0,12,-12
T24-25,J23,Las Palmas,Javier Muñoz,Javier Muñoz,0,12,-12
T25-26,J21,Real Betis,Marc Bartra,Marc Bartra,0,12,-12
T24-25,J23,Real Betis,Diego Llorente,Diego Llorente,0,12,-12
T23-24,J23,Rayo Vallecano,Alfonso Espino,Alfonso Espino,0,12,-12
T24-25,J34,Barcelona,Fermín López,Fermín López,0,12,-12
T25-26,J10,Real Oviedo,Santiago Colombatto,Santiago Colombatto,0,12,-12
T25-26,J10,Mallorca,Johan Mojica,Johan Mojica,0,11,-11
T23-24,J9,Celta Vigo,Jørgen Strand Larsen,Jørgen Strand Larsen,0,11,-11
T23-24,J9,Getafe,Diego Rico,Diego Rico,0,11,-11
T24-25,J34,Celta Vigo,Javi Rodríguez,Javi Rodríguez,0,11,-11
T24-25,J33,Real Betis,Romain Perraud,Romain Perraud,1,12,-11
T25-26,J18,Villarreal,Alberto Moleiro,Alberto Moleiro,0,11,-11
T24-25,J34,Getafe,Luis Milla,Luis Milla,0,11,-11
T23-24,J6,Getafe,Carles Aleñá,Carles Aleñá,0,11,-11
T25-26,J1,Sevilla,Lucien Agoumé,Lucien Agoumé,0,11,-11
T23-24,J11,Osasuna,Alejandro Catena,Alejandro Catena,0,11,-11
T25-26,J14,Real Oviedo,Aarón Escandell,Aarón Escandell,0,11,-11
T23-24,J11,Sevilla,Juanlu Sánchez,Juanlu Sánchez,0,11,-11
T24-25,J24,Girona FC,Yangel Herrera,Yangel Herrera,0,11,-11
T24-25,J23,Celta Vigo,Hugo Álvarez,Hugo Álvarez,0,11,-11
T24-25,J6,Celta Vigo,Iago Aspas,Iago Aspas,0,11,-11
T24-25,J5,Athletic Club,Aitor Paredes,Aitor Paredes,1,12,-11
T23-24,J1,Villarreal,Jorge Cuenca,Jorge Cuenca,0,11,-11
T24-25,J6,Deportivo Alavés,Carlos Vicente,Carlos Vicente,2,13,-11
T25-26,J20,Elche,Aleix Febas,Aleix Febas,0,11,-11
T24-25,J26,Valencia,Javier Guerra,Javier Guerra,0,11,-11
T24-25,J27,Leganés,Juan Cruz,Juan Cruz,0,11,-11
T23-24,J18,Almería,Edgar González,Edgar González,0,11,-11
T25-26,J9,Real Oviedo,Aarón Escandell,Aarón Escandell,0,11,-11
T25-26,J9,Sevilla,Gabriel Suazo,Gabriel Suazo,0,11,-11
T23-24,J24,Villarreal,Jorge Cuenca,Jorge Cuenca,2,13,-11
T24-25,J33,Mallorca,Leo Román,Leo Román,1,12,-11
T25-26,J25,Levante UD,Mathew Ryan,Mathew Ryan,0,11,-11
T23-24,J9,Barcelona,Alejandro Balde,Alejandro Balde,0,11,-11
T23-24,J4,Osasuna,Jesús Areso,Jesús Areso,0,11,-11
T23-24,J10,Girona FC,Artem Dovbyk,Artem Dovbyk,1,12,-11
T24-25,J37,Mallorca,Sergi Darder,Sergi Darder,0,11,-11
T23-24,J28,Almería,Adrián Embarba,Adrián Embarba,0,11,-11
T23-24,J35,Sevilla,Jesús Navas,Jesús Navas,0,11,-11
T23-24,J28,Sevilla,Isaac Romero,Isaac Romero,0,11,-11
T24-25,J28,Las Palmas,Alberto Moleiro,Alberto Moleiro,0,11,-11
T24-25,J28,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,0,11,-11
T23-24,J38,Getafe,Gastón Álvarez,Gastón Álvarez,0,11,-11
T23-24,J38,Mallorca,Antonio Raíllo,Antonio Raíllo,0,11,-11
T24-25,J14,Las Palmas,Dário Essugo,Dário Essugo,1,12,-11
T24-25,J16,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,11,-11
T23-24,J17,Sevilla,Marko Dmitrović,Marko Dmitrović,0,11,-11
T23-24,J12,Celta Vigo,Carl Starfelt,Carl Starfelt,3,14,-11
T25-26,J4,Levante UD,Mathew Ryan,Mathew Ryan,0,11,-11
T25-26,J4,Espanyol,Tyrhys Dolan,Tyrhys Dolan,2,13,-11
T23-24,J13,Celta Vigo,Vicente Guaita,Vicente Guaita,0,11,-11
T23-24,J3,Villarreal,Filip Jørgensen,Filip Jørgensen,0,11,-11
T23-24,J24,Rayo Vallecano,Álvaro García,Álvaro García,0,11,-11
T24-25,J34,Sevilla,Kike Salas,Kike Salas,0,11,-11
T24-25,J34,Sevilla,Suso,Suso,0,11,-11
T24-25,J34,Leganés,Jorge Sáenz,Jorge Sáenz,0,11,-11
T23-24,J11,Villarreal,Alexander Sørloth,Alexander Sørloth,0,11,-11
T25-26,J13,Elche,Germán Valera,Germán Valera,0,11,-11
T23-24,J5,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,11,-11
T24-25,J18,Real Betis,Isco,Isco,1,12,-11
T23-24,J5,Getafe,Stefan Mitrović,Stefan Mitrović,0,11,-11
T23-24,J5,Getafe,Diego Rico,Diego Rico,0,11,-11
T25-26,J15,Real Madrid,Aurélien Tchouaméni,Aurélien Tchouaméni,0,11,-11
T25-26,J16,Real Sociedad,Igor Zubeldia,Igor Zubeldia,0,11,-11
T24-25,J38,Osasuna,Alejandro Catena,Alejandro Catena,1,12,-11
T24-25,J25,Mallorca,Martin Valjent,Martin Valjent,0,11,-11
T25-26,J25,Deportivo Alavés,Youssef Enriquez Lekhedim,Youssef Enriquez Lekhedim,2,13,-11
T24-25,J2,Villarreal,Alejandro Baena,Alejandro Baena,0,11,-11
T24-25,J1,Villarreal,Diego Conde,Diego Conde,1,12,-11
T23-24,J28,Villarreal,Alejandro Baena,Alejandro Baena,0,11,-11
T25-26,J20,Athletic Club,Unai Gómez,Unai Gómez,0,11,-11
T23-24,J36,Deportivo Alavés,Jesús Owono,Jesús Owono,0,11,-11
